order_item_id,order_id,product_id,quantity,unit_price,discount
OI0001348,O001119,P001,3,8500.0,0.0
OI0001349,O001120,P011,3,24000.0,0.0
OI0001350,O001121,P009,3,22000.0,0.0
OI0001351,O001121,P007,1,4500.0,0.0
OI0001352,O001122,P007,1,4500.0,0.0
OI0001353,O001123,P006,2,15000.0,0.0
OI0001354,O001124,P012,3,2250.0,0.1
OI0001355,O001125,P009,3,19800.0,0.1
OI0001356,O001126,P002,3,65000.0,0.0
OI0001357,O001127,P008,2,16200.0,0.1
OI0001358,O001128,P006,1,15000.0,0.0
OI0001359,O001129,P001,3,8500.0,0.0
OI0001360,O001130,P001,3,8075.0,0.05
OI0001361,O001131,P012,3,2500.0,0.0
OI0001362,O001132,P004,1,28000.0,0.0
OI0001363,O001133,P007,2,4500.0,0.0
OI0001364,O001133,P005,3,52000.0,0.0
OI0001365,O001134,P001,3,7650.0,0.1
OI0001366,O001135,P008,2,18000.0,0.0
OI0001367,O001135,P011,1,24000.0,0.0
OI0001368,O001136,P006,1,15000.0,0.0
OI0001369,O001137,P001,1,8075.0,0.05
OI0001370,O001137,P009,1,19800.0,0.1
OI0001371,O001138,P001,1,8075.0,0.05
OI0001372,O001139,P006,2,15000.0,0.0
OI0001373,O001140,P010,2,6175.0,0.05
OI0001374,O001141,P010,1,6500.0,0.0
OI0001375,O001142,P007,1,4500.0,0.0
OI0001376,O001143,P005,1,49400.0,0.05
OI0001377,O001143,P001,2,8500.0,0.0
OI0001378,O001144,P004,2,26600.0,0.05
OI0001379,O001145,P001,3,7650.0,0.1
OI0001380,O001146,P001,-1,8500.0,0.0
OI0001381,O001147,P002,3,58500.0,0.1
OI0001382,O001147,P004,3,23800.0,0.15
OI0001383,O001148,P012,3,2250.0,0.1
OI0001384,O001149,P011,1,20400.0,0.15
OI0001385,O001150,P007,2,4275.0,0.05
OI0001386,O001151,P009,1,22000.0,0.0
OI0001387,O001152,P003,3,12000.0,0.0
OI0001388,O001153,P002,3,65000.0,0.0
OI0001389,O001154,P002,1,61750.0,0.05
OI0001390,O001155,P003,3,10200.0,0.15
OI0001391,O001155,P005,1,49400.0,0.05
OI0001392,O001156,P005,3,49400.0,0.05
OI0001393,O001157,P002,2,65000.0,0.0
OI0001394,O001158,P001,2,8075.0,0.05
OI0001395,O001158,P012,1,2250.0,0.1
OI0001396,O001159,P003,3,12000.0,0.0
OI0001397,O001160,P002,3,55250.0,0.15
OI0001398,O001161,P008,3,15300.0,0.15
OI0001399,O001162,P002,2,61750.0,0.05
OI0001400,O001163,P006,1,12750.0,0.15
OI0001401,O001164,P003,2,10200.0,0.15
OI0001402,O001165,P002,1,61750.0,0.05
OI0001403,O001166,P004,3,26600.0,0.05
OI0001404,O001167,P005,2,46800.0,0.1
OI0001405,O001168,P012,3,2375.0,0.05
OI0001406,O001169,P006,1,15000.0,0.0
OI0001407,O001170,P012,2,2500.0,0.0
OI0001408,O001171,P005,2,52000.0,0.0
OI0001409,O001172,P012,2,2375.0,0.05
OI0001410,O001172,P011,2,24000.0,0.0
OI0001411,O001173,P006,3,15000.0,0.0
OI0001412,O001174,P009,1,22000.0,0.0
OI0001413,O001174,P011,1,24000.0,0.0
OI0001414,O001175,P005,3,49400.0,0.05
OI0001415,O001176,P009,1,18700.0,0.15
OI0001416,O001177,P009,2,18700.0,0.15
OI0001417,O001178,P010,2,6500.0,0.0
OI0001418,O001179,P008,3,18000.0,0.0
OI0001419,O001180,P001,1,6800.0,0.2
OI0001420,O001181,P008,1,18000.0,0.0
OI0001421,O001181,P004,1,28000.0,0.0
OI0001422,O001182,P006,1,12750.0,0.15
OI0001423,O001182,P001,3,8500.0,0.0
OI0001424,O001183,P004,1,26600.0,0.05
OI0001425,O001184,P007,2,3600.0,0.2
OI0001426,O001185,P011,1,24000.0,0.0
OI0001427,O001186,P009,1,22000.0,0.0
OI0001428,O001186,P006,1,13500.0,0.1
OI0001429,O001187,P008,3,16200.0,0.1
OI0001430,O001188,P011,3,24000.0,0.0
OI0001431,O001189,P005,2,46800.0,0.1
OI0001432,O001189,P003,2,11400.0,0.05
OI0001433,O001190,P001,1,8500.0,0.0
OI0001434,O001191,P009,3,22000.0,0.0
OI0001435,O001192,P005,1,49400.0,0.05
OI0001436,O001193,P005,2,52000.0,0.0
OI0001437,O001194,P001,1,7650.0,0.1
OI0001438,O001195,P012,1,2000.0,0.2
OI0001439,O001196,P008,2,18000.0,0.0
OI0001440,O001197,P012,2,2500.0,0.0
OI0001441,O001198,P008,3,17100.0,0.05
OI0001442,O001199,P001,1,8500.0,0.0
OI0001443,O001199,P002,3,61750.0,0.05
OI0001444,O001200,P009,3,17600.0,0.95
OI0001445,O001201,P010,3,6500.0,0.0
OI0001446,O001202,P005,2,44200.0,0.15
OI0001447,O001203,P007,2,4500.0,0.0
OI0001448,O001204,P010,1,6500.0,0.0
OI0001449,O001204,P006,3,12000.0,0.2
OI0001450,O001205,P003,1,10800.0,0.1
OI0001451,O001206,P001,2,7650.0,0.1
OI0001452,O001206,P009,1,22000.0,0.0
OI0001453,O001207,P008,2,15300.0,0.15
OI0001454,O001207,P012,2,2375.0,0.05
OI0001455,O001208,P001,1,8500.0,0.0
OI0001456,O001209,P008,3,16200.0,0.1
OI0001457,O001210,P007,3,4275.0,0.05
OI0001458,O001211,P009,2,19800.0,0.1
OI0001459,O001212,P002,2,58500.0,0.1
OI0001460,O001213,P003,2,12000.0,0.0
OI0001461,O001213,P011,2,20400.0,0.15
OI0001462,O001214,P012,3,2375.0,0.05
OI0001463,O001215,P010,3,6500.0,0.0
OI0001464,O001216,P007,1,4050.0,0.1
OI0001465,O001217,P011,3,20400.0,0.15
OI0001466,O001217,P010,3,6500.0,0.0
OI0001467,O001218,P001,3,8500.0,0.0
OI0001468,O001219,P012,1,2375.0,0.05
OI0001469,O001220,P006,1,12750.0,0.15
OI0001470,O001220,P008,1,18000.0,0.0
OI0001471,O001221,P012,1,2250.0,0.1
OI0001472,O001222,P005,3,52000.0,0.0
OI0001473,O001223,P001,3,7225.0,0.15
OI0001474,O001224,P010,3,6175.0,0.05
OI0001475,O001225,P009,1,20900.0,0.05
OI0001476,O001226,P004,1,28000.0,0.0
OI0001477,O001226,P003,3,12000.0,0.0
OI0001478,O001227,P004,3,25200.0,0.1
OI0001479,O001228,P003,1,12000.0,0.0
OI0001480,O001228,P009,1,20900.0,0.05
OI0001481,O001229,P012,2,2125.0,0.15
OI0001482,O001230,P008,3,17100.0,0.05
OI0001483,O001231,P009,1,18700.0,0.15
OI0001484,O001232,P001,3,7225.0,0.15
OI0001485,O001232,P011,3,24000.0,0.0
OI0001486,O001233,P001,3,8500.0,0.0
OI0001487,O001234,P012,2,2375.0,0.05
OI0001488,O001234,P011,1,22800.0,0.05
OI0001489,O001235,P005,2,46800.0,0.1
OI0001490,O001236,P001,3,8075.0,0.05
OI0001491,O001236,P005,3,44200.0,0.15
OI0001492,O001237,P004,2,23800.0,0.15
OI0001493,O001238,P006,2,13500.0,0.1
OI0001494,O001239,P002,3,61750.0,0.05
OI0001495,O001240,P007,1,4500.0,0.0
OI0001496,O001241,P005,2,49400.0,0.05
OI0001497,O001242,P011,3,22800.0,0.05
OI0001498,O001243,P008,2,18000.0,0.0
OI0001499,O001244,P002,3,65000.0,0.0
OI0001500,O001245,P006,1,15000.0,0.0
OI0001501,O001246,P001,3,8075.0,0.05
OI0001502,O001247,P003,3,11400.0,0.05
OI0001503,O001248,P012,3,2375.0,0.05
OI0001504,O001249,P006,1,12750.0,0.15
OI0001505,O001249,P007,1,4500.0,0.0
OI0001506,O001250,P001,2,8500.0,0.0
OI0001507,O001250,P009,3,22000.0,0.0
OI0001508,O001251,P001,1,8500.0,0.0
OI0001509,O001251,P003,2,12000.0,0.0
OI0001510,O001252,P008,1,18000.0,0.0
OI0001511,O001252,P004,3,28000.0,0.0
OI0001512,O001253,P011,1,24000.0,0.0
OI0001513,O001254,P008,3,16200.0,0.1
OI0001514,O001255,P001,1,7225.0,0.15
OI0001515,O001256,P001,1,7650.0,0.1
OI0001516,O001257,P004,3,23800.0,0.15
OI0001517,O001258,P006,2,14250.0,0.05
OI0001518,O001259,P001,2,8500.0,0.0
OI0001519,O001260,P009,2,20900.0,0.05
OI0001520,O001261,P004,3,25200.0,0.1
OI0001521,O001262,P010,1,6175.0,0.05
OI0001522,O001262,P011,1,22800.0,0.05
OI0001523,O001263,P010,1,6500.0,0.0
OI0001524,O001264,P002,1,65000.0,0.0
OI0001525,O001265,P001,3,8075.0,0.05
OI0001526,O001266,P001,2,6800.0,0.2
OI0001527,O001267,P008,2,15300.0,0.15
OI0001528,O001268,P003,3,10800.0,0.1
OI0001529,O001269,P009,3,18700.0,0.15
OI0001530,O001270,P009,2,20900.0,0.05
OI0001531,O001270,P011,2,21600.0,0.1
OI0001532,O001271,P006,1,15000.0,0.0
OI0001533,O001272,P002,1,55250.0,0.15
OI0001534,O001273,P010,3,6500.0,0.0
OI0001535,O001274,P011,3,24000.0,0.0
OI0001536,O001275,P002,1,61750.0,0.05
OI0001537,O001275,P004,2,28000.0,0.0
OI0001538,O001276,P007,1,4050.0,0.1
OI0001539,O001276,P006,1,14250.0,0.05
OI0001540,O001277,P009,1,20900.0,0.05
OI0001541,O001277,P006,3,14250.0,0.05
OI0001542,O001278,P005,3,52000.0,0.0
OI0001543,O001279,P008,2,15300.0,0.15
OI0001544,O001279,P005,2,52000.0,0.0
OI0001545,O001280,P010,2,6500.0,0.0
OI0001546,O001281,P006,3,12750.0,0.15
OI0001547,O001282,P007,2,3825.0,0.15
OI0001548,O001283,P001,2,7225.0,0.15
OI0001549,O001284,P004,3,23800.0,0.15
OI0001550,O001285,P008,1,15300.0,0.15
OI0001551,O001286,P005,2,46800.0,0.1
OI0001552,O001286,P002,3,65000.0,0.0
OI0001553,O001287,P004,1,23800.0,0.15
OI0001554,O001287,P005,2,52000.0,0.0
OI0001555,O001288,P006,1,14250.0,0.05
OI0001556,O001289,P011,3,21600.0,0.1
OI0001557,O001290,P002,1,61750.0,0.05
OI0001558,O001291,P005,2,44200.0,0.15
OI0001559,O001292,P006,1,15000.0,0.0
OI0001560,O001293,P008,1,16200.0,0.1
OI0001561,O001293,P003,1,12000.0,0.0
OI0001562,O001294,P011,1,21600.0,0.1
OI0001563,O001295,P005,2,52000.0,0.0
OI0001564,O001296,P010,3,5525.0,0.15
OI0001565,O001297,P002,2,65000.0,0.0
OI0001566,O001298,P008,3,17100.0,0.05
OI0001567,O001299,P010,1,5850.0,0.1
OI0001568,O001300,P012,3,2375.0,0.05
OI0001569,O001301,P002,1,65000.0,0.0
OI0001570,O001302,P001,2,8500.0,0.0
OI0001571,O001303,P001,1,8500.0,0.0
OI0001572,O001303,P007,3,4500.0,0.0
OI0001573,O001304,P008,1,15300.0,0.15
OI0001574,O001305,P007,2,3825.0,0.15
OI0001575,O001306,P009,3,19800.0,0.1
OI0001576,O001307,P001,3,7650.0,0.1
OI0001577,O001308,P009,2,20900.0,0.05
OI0001578,O001309,P004,3,28000.0,0.0
OI0001579,O001309,P001,1,8075.0,0.05
OI0001580,O001310,P008,1,15300.0,0.15
OI0001581,O001311,P005,3,46800.0,0.1
OI0001582,O001312,P002,3,65000.0,0.0
OI0001583,O001312,P008,1,18000.0,0.0
OI0001584,O001313,P001,1,8075.0,0.05
OI0001585,O001314,P004,1,23800.0,0.15
OI0001586,O001315,P010,2,6500.0,0.0
OI0001587,O001315,P009,3,20900.0,0.05
OI0001588,O001316,P003,1,10800.0,0.1
OI0001589,O001316,P002,2,65000.0,0.0
OI0001590,O001317,P007,2,4500.0,0.0
OI0001591,O001317,P011,3,24000.0,0.0
OI0001592,O001318,P002,2,65000.0,0.0
OI0001593,O001319,P006,2,15000.0,0.0
OI0001594,O001320,P002,1,65000.0,0.0
OI0001595,O001321,P006,1,14250.0,0.05
OI0001596,O001321,P010,1,6500.0,0.0
OI0001597,O001322,P010,1,6175.0,0.05
OI0001598,O001323,P009,3,20900.0,0.05
OI0001599,O001324,P006,1,15000.0,0.0
OI0001600,O001325,P001,2,8075.0,0.05
OI0001601,O001326,P005,2,49400.0,0.05
OI0001602,O001327,P001,1,8500.0,0.0
OI0001603,O001328,P004,1,28000.0,0.0
OI0001604,O001329,P003,2,12000.0,0.0
OI0001605,O001330,P012,1,2375.0,0.05
OI0001606,O001331,P011,2,22800.0,0.05
OI0001607,O001332,P008,2,15300.0,0.15
OI0001608,O001333,P010,1,5200.0,0.2
OI0001609,O001334,P010,3,6175.0,0.05
OI0001610,O001335,P004,1,26600.0,0.05
OI0001611,O001336,P007,2,4500.0,0.0
OI0001612,O001337,P007,1,4500.0,0.0
OI0001613,O001338,P012,1,2375.0,0.05
OI0001614,O001339,P007,3,4275.0,0.05
OI0001615,O001340,P012,1,2500.0,0.0
OI0001616,O001341,P011,1,21600.0,0.1
OI0001617,O001342,P008,2,16200.0,0.1
OI0001618,O001343,P006,3,13500.0,0.1
OI0001619,O001344,P006,3,14250.0,0.05
OI0001620,O001345,P003,3,11400.0,0.05
OI0001621,O001346,P004,3,28000.0,0.0
OI0001622,O001347,P012,2,2500.0,0.0
OI0001623,O001348,P003,1,11400.0,0.05
OI0001624,O001349,P007,2,4500.0,0.0
OI0001625,O001349,P005,2,52000.0,0.0
OI0001626,O001350,P003,2,11400.0,0.05
OI0001627,O001351,P010,1,5525.0,0.15
OI0001628,O001352,P009,1,20900.0,0.05
OI0001629,O001353,P008,3,15300.0,0.15
OI0001630,O001353,P001,2,8075.0,0.05
OI0001631,O001354,P010,1,6500.0,0.0
OI0001632,O001354,P004,-1,28000.0,0.0
OI0001633,O001355,P010,3,6500.0,0.0
OI0001634,O001356,P009,2,19800.0,0.1
OI0001635,O001357,P004,3,28000.0,0.0
OI0001636,O001358,P001,2,7225.0,0.15
OI0001637,O001358,P006,1,13500.0,0.1
OI0001638,O001359,P005,2,46800.0,0.1
OI0001639,O001360,P008,1,15300.0,0.15
OI0001640,O001360,P003,1,11400.0,0.05
OI0001641,O001361,P006,2,15000.0,0.0
OI0001642,O001362,P006,1,12750.0,0.15
OI0001643,O001362,P003,3,10200.0,0.15
OI0001644,O001363,P012,3,2500.0,0.0
OI0001645,O001364,P004,1,28000.0,0.0
OI0001646,O001364,P001,1,7650.0,0.1
OI0001647,O001365,P001,-1,8500.0,0.0
OI0001648,O001365,P010,3,5850.0,0.1
OI0001649,O001366,P003,3,10200.0,0.15
OI0001650,O001367,P004,2,26600.0,0.05
OI0001651,O001368,P011,1,20400.0,0.15
OI0001652,O001369,P002,2,61750.0,0.05
OI0001653,O001370,P009,2,22000.0,0.0
OI0001654,O001371,P011,1,21600.0,0.1
OI0001655,O001371,P005,3,52000.0,0.0
OI0001656,O001372,P003,3,10800.0,0.1
OI0001657,O001373,P009,3,20900.0,0.05
OI0001658,O001374,P001,1,8500.0,0.0
OI0001659,O001374,P011,3,21600.0,0.1
OI0001660,O001375,P007,2,4275.0,0.05
OI0001661,O001376,P008,3,18000.0,0.0
OI0001662,O001377,P011,2,24000.0,0.0
OI0001663,O001378,P001,2,8075.0,0.05
OI0001664,O001379,P011,3,20400.0,0.15
OI0001665,O001380,P007,1,4500.0,0.0
OI0001666,O001380,P004,1,26600.0,0.05
OI0001667,O001381,P006,1,13500.0,0.1
OI0001668,O001382,P010,2,6175.0,0.05
OI0001669,O001383,P011,2,20400.0,0.15
OI0001670,O001384,P012,1,2500.0,0.0
OI0001671,O001384,P005,1,46800.0,0.1
OI0001672,O001385,P004,1,22400.0,0.2
OI0001673,O001386,P003,2,12000.0,0.0
OI0001674,O001387,P002,3,61750.0,0.05
OI0001675,O001388,P009,2,22000.0,0.0
OI0001676,O001389,P010,2,5525.0,0.15
OI0001677,O001389,P006,1,14250.0,0.05
OI0001678,O001390,P007,1,4050.0,0.1
OI0001679,O001390,P004,1,28000.0,0.0
OI0001680,O001391,P001,1,8500.0,0.0
OI0001681,O001392,P005,2,46800.0,0.1
OI0001682,O001393,P008,2,18000.0,0.0
OI0001683,O001394,P012,1,2500.0,0.0
OI0001684,O001395,P005,2,52000.0,0.0
OI0001685,O001395,P006,3,15000.0,0.0
OI0001686,O001396,P009,2,19800.0,0.1
OI0001687,O001397,P001,3,7225.0,0.15
OI0001688,O001398,P004,3,25200.0,0.1
OI0001689,O001399,P011,1,21600.0,0.1
OI0001690,O001399,P008,1,15300.0,0.15
OI0001691,O001400,P006,3,15000.0,0.0
OI0001692,O001401,P001,1,8500.0,0.0
OI0001693,O001401,P009,3,20900.0,0.05
OI0001694,O001402,P008,1,18000.0,0.0
OI0001695,O001403,P012,1,2500.0,0.0
OI0001696,O001404,P003,2,10200.0,0.15
OI0001697,O001404,P002,2,61750.0,0.05
OI0001698,O001405,P008,1,16200.0,0.1
OI0001699,O001406,P006,2,15000.0,0.0
OI0001700,O001407,P011,1,21600.0,0.1
OI0001701,O001407,P009,3,20900.0,0.05
OI0001702,O001408,P001,2,8075.0,0.05
OI0001703,O001409,P004,1,28000.0,0.0
OI0001704,O001410,P012,3,2125.0,0.15
OI0001705,O001411,P010,3,5850.0,0.1
OI0001706,O001411,P005,3,41600.0,0.2
OI0001707,O001412,P005,2,46800.0,0.1
OI0001708,O001413,P007,3,4275.0,0.05
OI0001709,O001414,P011,1,20400.0,0.15
OI0001710,O001415,P001,2,8500.0,0.0
OI0001711,O001416,P010,1,6175.0,0.05
OI0001712,O001417,P012,2,2500.0,0.0
OI0001713,O001418,P007,1,4500.0,0.0
OI0001714,O001419,P006,3,15000.0,0.0
OI0001715,O001420,P004,1,26600.0,0.05
OI0001716,O001421,P001,1,8075.0,0.05
OI0001717,O001422,P001,3,8500.0,0.0
OI0001718,O001423,P007,3,3825.0,0.15
OI0001719,O001423,P003,3,12000.0,0.0
OI0001720,O001424,P007,2,4050.0,0.1
OI0001721,O001425,P011,2,24000.0,0.0
OI0001722,O001426,P001,3,8500.0,0.0
OI0001723,O001426,P012,2,2375.0,0.05
OI0001724,O001427,P010,1,6500.0,0.0
OI0001725,O001428,P011,3,22800.0,0.05
OI0001726,O001429,P001,2,8500.0,0.0
OI0001727,O001429,P004,3,28000.0,0.0
OI0001728,O001430,P003,1,10800.0,0.1
OI0001729,O001431,P005,2,52000.0,0.0
OI0001730,O001432,P005,2,46800.0,0.1
OI0001731,O001433,P008,1,18000.0,0.0
OI0001732,O001434,P007,2,4275.0,0.05
OI0001733,O001435,P001,2,8500.0,0.0
OI0001734,O001435,P011,3,24000.0,0.0
OI0001735,O001436,P001,2,8075.0,0.05
OI0001736,O001437,P002,1,55250.0,0.15
OI0001737,O001438,P002,1,55250.0,0.15
OI0001738,O001439,P001,1,8500.0,0.0
OI0001739,O001439,P009,3,22000.0,0.0
OI0001740,O001440,P005,1,52000.0,0.0
OI0001741,O001440,P006,1,12000.0,0.2
OI0001742,O001441,P008,3,16200.0,0.1
OI0001743,O001442,P006,2,14250.0,0.05
OI0001744,O001442,P003,2,11400.0,0.05
OI0001745,O001443,P010,2,6175.0,0.05
OI0001746,O001444,P006,3,14250.0,0.05
OI0001747,O001445,P005,2,41600.0,0.2
OI0001748,O001446,P004,2,26600.0,0.05
OI0001749,O001447,P006,1,15000.0,0.0
OI0001750,O001447,P004,2,26600.0,0.05
OI0001751,O001448,P006,3,15000.0,0.0
OI0001752,O001449,P012,2,2375.0,0.05
OI0001753,O001450,P006,2,12000.0,0.2
OI0001754,O001450,P008,1,18000.0,0.0
OI0001755,O001451,P001,2,8075.0,0.05
OI0001756,O001452,P002,2,58500.0,0.1
OI0001757,O001453,P009,1,20900.0,0.05
OI0001758,O001454,P004,1,25200.0,0.1
OI0001759,O001455,P006,1,14250.0,0.05
OI0001760,O001455,P005,1,49400.0,0.05
OI0001761,O001456,P007,1,3825.0,0.15
OI0001762,O001457,P008,2,18000.0,0.0
OI0001763,O001458,P001,1,8500.0,0.0
OI0001764,O001459,P004,2,28000.0,0.0
OI0001765,O001459,P008,2,17100.0,0.05
OI0001766,O001460,P005,1,49400.0,0.05
OI0001767,O001461,P010,2,5850.0,0.1
OI0001768,O001462,P006,2,15000.0,0.0
OI0001769,O001463,P001,3,8500.0,0.0
OI0001770,O001464,P004,1,26600.0,0.05
OI0001771,O001465,P007,2,4500.0,0.0
OI0001772,O001466,P007,2,4275.0,0.05
OI0001773,O001467,P003,2,10200.0,0.15
OI0001774,O001467,P007,2,4050.0,0.1
OI0001775,O001468,P012,1,2125.0,0.15
OI0001776,O001469,P006,2,14250.0,0.05
OI0001777,O001470,P008,3,18000.0,0.0
OI0001778,O001471,P012,1,2000.0,0.2
OI0001779,O001472,P006,3,15000.0,0.0
OI0001780,O001473,P009,1,22000.0,0.0
OI0001781,O001473,P008,3,14400.0,0.2
OI0001782,O001474,P007,3,3600.0,0.2
OI0001783,O001474,P002,3,65000.0,0.0
OI0001784,O001475,P007,2,4050.0,0.1
OI0001785,O001476,P011,3,24000.0,0.0
OI0001786,O001476,P007,3,4500.0,0.0
OI0001787,O001477,P009,1,19800.0,0.1
OI0001788,O001478,P006,3,15000.0,0.0
OI0001789,O001478,P009,1,19800.0,0.1
OI0001790,O001479,P001,3,8500.0,0.0
OI0001791,O001480,P007,2,4500.0,0.0
OI0001792,O001480,P005,3,52000.0,0.0
OI0001793,O001481,P004,3,25200.0,0.1
OI0001794,O001482,P004,2,28000.0,0.0
OI0001795,O001483,P006,2,15000.0,0.0
OI0001796,O001483,P010,2,6500.0,0.0
OI0001797,O001484,P009,1,20900.0,0.05
OI0001798,O001485,P003,2,10200.0,0.15
OI0001799,O001486,P008,3,18000.0,0.0
OI0001800,O001487,P004,1,23800.0,0.15
OI0001801,O001488,P008,1,15300.0,0.15
OI0001802,O001489,P003,2,10200.0,0.15
OI0001803,O001489,P006,3,15000.0,0.0
OI0001804,O001490,P006,1,15000.0,0.0
OI0001805,O001490,P012,1,2375.0,0.05
OI0001806,O001491,P011,2,21600.0,0.1
OI0001807,O001492,P004,3,28000.0,0.0
OI0001808,O001492,P012,3,2500.0,0.0
OI0001809,O001493,P003,2,10200.0,0.15
OI0001810,O001494,P002,3,65000.0,0.0
OI0001811,O001495,P007,1,4500.0,0.0
OI0001812,O001495,P006,3,15000.0,0.0
OI0001813,O001496,P012,1,2125.0,0.15
OI0001814,O001497,P003,3,10200.0,0.15
OI0001815,O001497,P008,2,16200.0,0.1
OI0001816,O001498,P010,1,6500.0,0.0
OI0001817,O001499,P008,3,18000.0,0.0
OI0001818,O001500,P011,2,19200.0,0.2
OI0001819,O001501,P001,1,7650.0,0.1
OI0001820,O001502,P003,3,12000.0,0.0
OI0001821,O001503,P007,1,4275.0,0.05
OI0001822,O001504,P007,2,4275.0,0.05
OI0001823,O001505,P002,3,61750.0,0.05
OI0001824,O001506,P005,1,49400.0,0.05
OI0001825,O001507,P002,2,61750.0,0.05
OI0001826,O001508,P001,2,7650.0,0.1
OI0001827,O001509,P007,3,4275.0,0.05
OI0001828,O001510,P001,2,8500.0,0.0
OI0001829,O001511,P012,3,2250.0,0.1
OI0001830,O001512,P001,3,7650.0,0.1
OI0001831,O001513,P005,3,52000.0,0.0
OI0001832,O001514,P009,3,19800.0,0.1
OI0001833,O001514,P010,3,5850.0,0.1
OI0001834,O001515,P009,2,17600.0,0.2
OI0001835,O001515,P010,3,5525.0,0.15
OI0001836,O001516,P012,3,2125.0,0.15
OI0001837,O001517,P007,2,4050.0,0.1
OI0001838,O001518,P006,2,14250.0,0.05
OI0001839,O001519,P012,3,2500.0,0.0
OI0001840,O001520,P002,2,65000.0,0.0
OI0001841,O001520,P003,2,10200.0,0.15
OI0001842,O001521,P004,3,26600.0,0.05
OI0001843,O001522,P006,1,15000.0,0.0
OI0001844,O001523,P008,1,14400.0,0.2
OI0001845,O001523,P002,2,58500.0,0.1
OI0001846,O001524,P011,2,24000.0,0.0
OI0001847,O001525,P009,3,19800.0,0.1
OI0001848,O001525,P003,1,12000.0,0.0
OI0001849,O001526,P008,2,17100.0,0.05
OI0001850,O001527,P001,1,8500.0,0.0
OI0001851,O001528,P012,2,2250.0,0.1
OI0001852,O001529,P009,1,22000.0,0.0
OI0001853,O001530,P006,3,13500.0,0.1
OI0001854,O001531,P009,3,22000.0,0.0
OI0001855,O001532,P006,2,12000.0,0.2
OI0001856,O001533,P003,1,12000.0,0.0
OI0001857,O001534,P010,1,6500.0,0.0
OI0001858,O001535,P005,1,52000.0,0.0
OI0001859,O001536,P006,1,15000.0,0.0
OI0001860,O001537,P001,1,6800.0,0.2
OI0001861,O001538,P001,1,6800.0,0.2
OI0001862,O001539,P004,3,25200.0,0.1
OI0001863,O001539,P008,2,18000.0,0.0
OI0001864,O001540,P003,3,10800.0,0.1
OI0001865,O001541,P006,3,12750.0,0.15
OI0001866,O001542,P008,2,15300.0,0.15
OI0001867,O001542,P002,3,65000.0,0.0
OI0001868,O001543,P008,1,18000.0,0.0
OI0001869,O001544,P001,2,7650.0,0.1
OI0001870,O001545,P005,2,44200.0,0.15
OI0001871,O001546,P005,3,46800.0,0.1
OI0001872,O001547,P001,2,7225.0,0.15
OI0001873,O001548,P011,2,22800.0,0.05
OI0001874,O001549,P006,2,14250.0,0.05
OI0001875,O001550,P011,2,20400.0,0.15
OI0001876,O001550,P006,3,12750.0,0.15
OI0001877,O001551,P003,1,11400.0,0.05
OI0001878,O001552,P005,3,52000.0,0.0
OI0001879,O001553,P004,3,26600.0,0.05
OI0001880,O001554,P001,2,8500.0,0.0
OI0001881,O001555,P002,2,61750.0,0.05
OI0001882,O001556,P006,3,14250.0,0.05
OI0001883,O001557,P009,1,22000.0,0.0
OI0001884,O001558,P007,1,4050.0,0.1
OI0001885,O001559,P006,2,14250.0,0.05
OI0001886,O001559,P002,3,61750.0,0.05
OI0001887,O001560,P005,1,49400.0,0.05
OI0001888,O001561,P009,3,22000.0,0.0
OI0001889,O001561,P006,3,15000.0,0.0
OI0001890,O001562,P001,1,7650.0,0.1
OI0001891,O001563,P001,3,7650.0,0.1
OI0001892,O001564,P011,2,20400.0,0.15
OI0001893,O001565,P008,3,16200.0,0.1
OI0001894,O001565,P010,2,6500.0,0.0
OI0001895,O001566,P011,3,24000.0,0.0
OI0001896,O001567,P006,2,12750.0,0.15
OI0001897,O001568,P001,3,8075.0,0.05
OI0001898,O001568,P003,3,10800.0,0.1
OI0001899,O001569,P001,3,8500.0,0.0
OI0001900,O001570,P007,1,3825.0,0.15
OI0001901,O001571,P011,1,24000.0,0.0
OI0001902,O001572,P004,1,28000.0,0.0
OI0001903,O001573,P007,2,4050.0,0.1
OI0001904,O001574,P009,3,22000.0,0.0
OI0001905,O001574,P012,1,2500.0,0.0
OI0001906,O001575,P007,3,4500.0,0.0
OI0001907,O001576,P005,3,44200.0,0.15
OI0001908,O001577,P005,3,49400.0,0.05
OI0001909,O001578,P004,3,25200.0,0.1
OI0001910,O001579,P001,2,8500.0,0.0
OI0001911,O001580,P003,2,10200.0,0.15
OI0001912,O001581,P002,2,65000.0,0.0
OI0001913,O001582,P006,2,12000.0,0.2
OI0001914,O001582,P010,3,5525.0,0.15
OI0001915,O001583,P007,2,4275.0,0.05
OI0001916,O001584,P011,3,22800.0,0.05
OI0001917,O001585,P007,2,4500.0,0.0
OI0001918,O001586,P012,2,2125.0,0.15
OI0001919,O001587,P010,1,6175.0,0.05
OI0001920,O001588,P012,1,2375.0,0.05
OI0001921,O001588,P007,2,4050.0,0.1
OI0001922,O001589,P001,2,7650.0,0.1
OI0001923,O001590,P008,3,18000.0,0.0
OI0001924,O001591,P001,2,8500.0,0.0
OI0001925,O001592,P007,1,3825.0,0.15
OI0001926,O001593,P008,2,17100.0,0.05
OI0001927,O001594,P003,3,12000.0,0.0
OI0001928,O001595,P005,1,44200.0,0.15
OI0001929,O001596,P004,1,25200.0,0.1
