review_id,order_id,review_score,review_date,review_text
R000981,O003359,5.0,2026-05-29,Average experience
R000982,O000748,4.0,2026-01-22,Average experience
R000983,O005687,1.0,2026-03-22,Good quality
R000984,O001262,4.0,2026-06-25,Late delivery
R000985,O001453,4.0,2026-04-22,Average experience
R000986,O005839,5.0,2026-07-29,Excellent product
R000987,O000042,5.0,2026-08-29,Damaged package
R000988,O004435,4.0,2026-04-14,Good quality
R000989,O004669,4.0,2026-03-25,Excellent product
R000990,O006264,4.0,2026-08-01,Fast delivery
R000991,O003976,5.0,2026-06-01,Damaged package
R000992,O003314,3.0,2026-04-06,Late delivery
R000993,O002837,5.0,2026-01-02,Late delivery
R000994,O005842,4.0,2026-08-13,Average experience
R000995,O005364,5.0,2026-07-26,Late delivery
R000996,O001085,3.0,2026-01-28,Average experience
R000997,O001616,4.0,2026-07-25,Average experience
R000998,O000738,3.0,2026-08-31,Not as expected
R000999,O001437,4.0,2026-07-18,Not as expected
R001000,O005543,5.0,2026-06-25,Average experience
R001001,O005670,4.0,2026-01-28,Average experience
R001002,O001056,1.0,2026-05-07,Damaged package
R001003,O003693,5.0,2026-05-28,Fast delivery
R001004,O001245,2.0,2026-02-14,Good quality
R001005,O004240,4.0,2026-02-01,Average experience
R001006,O001563,4.0,2026-05-22,Fast delivery
R001007,O003363,4.0,2026-05-25,Good quality
R001008,O003806,1.0,2026-01-22,Excellent product
R001009,O005122,3.0,2026-01-05,Excellent product
R001010,O004476,3.0,2026-04-20,Damaged package
R001011,O006392,3.0,2026-02-16,Late delivery
R001012,O000749,2.0,2026-08-07,Average experience
R001013,O004337,5.0,2026-03-11,Late delivery
R001014,O006865,2.0,2026-04-11,Great value
R001015,O004665,4.0,2026-06-23,Average experience
R001016,O002667,4.0,2026-03-24,Great value
R001017,O007079,1.0,2026-07-16,Fast delivery
R001018,O004258,4.0,2026-08-20,Damaged package
R001019,O006648,4.0,2026-06-28,Fast delivery
R001020,O004462,5.0,2026-04-12,Great value
R001021,O006381,2.0,2026-01-17,Average experience
R001022,O001868,2.0,2026-03-28,Average experience
R001023,O006784,3.0,2026-04-09,Damaged package
R001024,O004454,4.0,2026-08-10,Late delivery
R001025,O001927,2.0,2026-03-09,Fast delivery
R001026,O000834,4.0,2026-01-15,Damaged package
R001027,O001336,5.0,2026-06-06,Fast delivery
R001028,O000550,4.0,2026-03-06,Not as expected
R001029,O001021,4.0,2026-06-28,Good quality
R001030,O000249,4.0,2026-06-20,Great value
R001031,O006203,3.0,2026-06-02,Excellent product
R001032,O000297,5.0,2026-04-20,Fast delivery
R001033,O004990,4.0,2026-01-05,Average experience
R001034,O002399,5.0,2026-02-27,Good quality
R001035,O005107,5.0,2026-05-13,Late delivery
R001036,O004882,3.0,2026-05-30,Great value
R001037,O000101,5.0,2026-08-28,Average experience
R001038,O006689,5.0,2026-03-22,Excellent product
R001039,O005251,4.0,2026-03-29,Damaged package
R001040,O003842,5.0,2026-01-22,Not as expected
R001041,O006140,4.0,2026-04-24,Average experience
R001042,O001426,4.0,2026-03-11,Good quality
R001043,O001566,4.0,2026-05-19,Good quality
R001044,O006038,5.0,2026-05-03,Damaged package
R001045,O007063,4.0,2026-05-24,Not as expected
R001046,O000347,3.0,2026-05-12,Damaged package
R001047,O006461,5.0,2026-02-25,Great value
R001048,O000682,5.0,2026-07-23,Excellent product
R001049,O004272,5.0,2026-02-03,Excellent product
R001050,O003923,1.0,2026-05-04,Fast delivery
R001051,O006877,5.0,2026-07-04,Fast delivery
R001052,O002253,4.0,2026-02-08,Great value
R001053,O001057,5.0,2026-03-06,Not as expected
R001054,O001979,4.0,2026-07-29,Not as expected
R001055,O005771,4.0,2026-03-02,Late delivery
R001056,O003266,1.0,2026-05-15,Fast delivery
R001057,O001804,4.0,2026-07-05,Damaged package
R001058,O006622,4.0,2026-04-26,Fast delivery
R001059,O005808,1.0,2026-01-09,Excellent product
R001060,O007183,5.0,2026-03-19,Average experience
R001061,O001447,4.0,2026-03-20,Excellent product
R001062,O005029,2.0,2026-07-28,Good quality
R001063,O002805,5.0,2026-02-02,Average experience
R001064,O006033,3.0,2026-05-30,Late delivery
R001065,O000085,2.0,2026-07-16,Good quality
R001066,O006041,2.0,2026-03-11,Damaged package
R001067,O002307,4.0,2026-01-13,Late delivery
R001068,O002949,3.0,2026-02-16,Late delivery
R001069,O004646,5.0,2026-06-05,Good quality
R001070,O005909,4.0,2026-08-31,Good quality
R001071,O001881,3.0,2026-01-23,Damaged package
R001072,O003439,4.0,2026-05-27,Damaged package
R001073,O004536,5.0,2026-05-07,Fast delivery
R001074,O003338,5.0,2026-08-22,Average experience
R001075,O002230,3.0,2026-02-08,Damaged package
R001076,O004801,5.0,2026-02-02,Good quality
R001077,O002967,4.0,2026-02-18,Not as expected
R001078,O006945,4.0,2026-06-18,Great value
R001079,O005924,4.0,2026-04-23,Excellent product
R001080,O004128,5.0,2026-06-12,Late delivery
R001081,O006785,4.0,2026-07-04,Not as expected
R001082,O006916,,2026-01-23,Damaged package
R001083,O004596,3.0,2026-07-13,Average experience
R001084,O001194,4.0,2026-04-17,Great value
R001085,O005777,5.0,2026-02-09,Late delivery
R001086,O006798,4.0,2026-02-03,Late delivery
R001087,O004866,5.0,2026-02-21,Excellent product
R001088,O001657,2.0,2026-03-15,Great value
R001089,O001776,1.0,2026-08-05,Damaged package
R001090,O001560,2.0,2026-08-22,Great value
R001091,O005523,5.0,2026-03-31,Late delivery
R001092,O004013,2.0,2026-05-06,Late delivery
R001093,O005532,4.0,2026-02-22,Fast delivery
R001094,O003648,3.0,2026-04-13,Not as expected
R001095,O001466,3.0,2026-05-13,Excellent product
R001096,O000374,5.0,2026-05-09,Late delivery
R001097,O003935,4.0,2026-03-04,Fast delivery
R001098,O005190,5.0,2026-07-21,Excellent product
R001099,O006135,5.0,2026-04-21,Late delivery
R001100,O002403,4.0,2026-04-19,Late delivery
R001101,O005930,2.0,2026-04-10,Fast delivery
R001102,O005853,4.0,2026-06-29,Excellent product
R001103,O004513,4.0,2026-03-23,Late delivery
R001104,O006786,3.0,2026-06-23,Not as expected
R001105,O004255,4.0,2026-01-17,Average experience
R001106,O000813,,2026-03-22,Good quality
R001107,O004563,3.0,2026-04-09,Excellent product
R001108,O002719,5.0,2026-03-17,Damaged package
R001109,O005721,2.0,2026-07-05,Excellent product
R001110,O005301,5.0,2026-02-21,Good quality
R001111,O004739,2.0,2026-02-28,Not as expected
R001112,O001176,5.0,2026-07-04,Excellent product
R001113,O001730,4.0,2026-08-05,Great value
R001114,O005442,3.0,2026-03-08,Good quality
R001115,O000922,1.0,2026-04-25,Good quality
R001116,O000323,5.0,2026-03-03,Fast delivery
R001117,O002406,5.0,2026-07-02,Great value
R001118,O006098,4.0,2026-02-24,Excellent product
R001119,O003397,4.0,2026-03-24,Late delivery
R001120,O004770,5.0,2026-05-27,Fast delivery
R001121,O004333,2.0,2026-04-10,Good quality
R001122,O003524,4.0,2026-02-23,Fast delivery
R001123,O004360,4.0,2026-02-16,Excellent product
R001124,O000232,3.0,2026-01-19,Late delivery
R001125,O006048,3.0,2026-01-29,Late delivery
R001126,O003833,5.0,2026-01-04,Not as expected
R001127,O001080,5.0,2026-02-27,Average experience
R001128,O005380,4.0,2026-03-19,Average experience
R001129,O001116,4.0,2026-05-15,Excellent product
R001130,O004253,4.0,2026-02-15,Excellent product
R001131,O005560,5.0,2026-08-17,Damaged package
R001132,O005150,5.0,2026-05-10,Damaged package
R001133,O002448,4.0,2026-04-19,Late delivery
R001134,O001394,3.0,2026-01-04,Average experience
R001135,O007164,2.0,2026-01-02,Average experience
R001136,O005976,5.0,2026-08-09,Fast delivery
R001137,O006993,5.0,2026-03-07,Not as expected
R001138,O001500,4.0,2026-08-06,Excellent product
R001139,O001555,3.0,2026-08-11,Damaged package
R001140,O003916,5.0,2026-03-08,Not as expected
R001141,O000266,4.0,2026-02-12,Damaged package
R001142,O004251,5.0,2026-06-11,Fast delivery
R001143,O001756,5.0,2026-05-16,Great value
R001144,O002267,5.0,2026-04-08,Fast delivery
R001145,O000839,2.0,2026-05-11,Great value
R001146,O000015,4.0,2026-03-12,Good quality
R001147,O003183,5.0,2026-04-19,Fast delivery
R001148,O001916,4.0,2026-07-07,Great value
R001149,O001298,5.0,2026-08-22,Average experience
R001150,O000009,4.0,2026-02-17,Damaged package
R001151,O001040,4.0,2026-01-13,Not as expected
R001152,O003888,5.0,2026-08-14,Late delivery
R001153,O005809,5.0,2026-05-08,Fast delivery
R001154,O003197,5.0,2026-03-18,Average experience
R001155,O005348,5.0,2026-03-14,Fast delivery
R001156,O000340,5.0,2026-03-11,Late delivery
R001157,O006817,4.0,2026-01-23,Average experience
R001158,O006999,5.0,2026-06-19,Excellent product
R001159,O002300,5.0,2026-07-19,Not as expected
R001160,O001091,5.0,2026-03-07,Not as expected
R001161,O002338,4.0,2026-03-13,Late delivery
R001162,O000623,5.0,2026-06-29,Average experience
R001163,O007126,3.0,2026-05-15,Good quality
R001164,O006286,2.0,2026-03-16,Damaged package
R001165,O006202,5.0,2026-05-25,Good quality
R001166,O001296,4.0,2026-05-28,Great value
R001167,O002179,4.0,2026-05-21,Excellent product
R001168,O003387,4.0,2026-03-14,Not as expected
R001169,O005650,3.0,2026-07-17,Average experience
R001170,O002433,4.0,2026-07-25,Great value
R001171,O003520,2.0,2026-02-01,Damaged package
R001172,O006158,5.0,2026-04-05,Late delivery
R001173,O000197,4.0,2026-07-30,Not as expected
R001174,O004052,4.0,2026-03-04,Damaged package
R001175,O001923,1.0,2026-04-20,Fast delivery
R001176,O003470,4.0,2026-07-19,Fast delivery
R001177,O006489,4.0,2026-05-06,Average experience
R001178,O004175,4.0,2026-01-24,Late delivery
R001179,O000433,5.0,2026-01-05,Excellent product
R001180,O003705,5.0,2026-02-27,Great value
R001181,O002628,5.0,2026-03-22,Damaged package
R001182,O005113,5.0,2026-03-23,Average experience
R001183,O001570,3.0,2026-05-17,Average experience
R001184,O001109,4.0,2026-08-24,Good quality
R001185,O005863,5.0,2026-01-05,Late delivery
R001186,O001727,4.0,2026-01-06,Great value
R001187,O004757,5.0,2026-04-24,Fast delivery
R001188,O006049,4.0,2026-05-26,Fast delivery
R001189,O004898,4.0,2026-01-21,Fast delivery
R001190,O000605,2.0,2026-07-05,Excellent product
R001191,O006767,2.0,2026-07-14,Not as expected
R001192,O004275,2.0,2026-08-24,Damaged package
R001193,O002174,3.0,2026-03-30,Excellent product
R001194,O005091,5.0,2026-05-06,Damaged package
R001195,O003786,3.0,2026-02-10,Late delivery
R001196,O004592,2.0,2026-07-28,Great value
R001197,O004797,4.0,2026-06-04,Late delivery
R001198,O006195,5.0,2026-05-09,Not as expected
R001199,O001159,1.0,2026-01-24,Great value
R001200,O006413,4.0,2026-08-23,Late delivery
R001201,O003654,3.0,2026-04-03,Late delivery
R001202,O005654,5.0,2026-08-01,Damaged package
R001203,O004585,4.0,2026-02-04,Average experience
R001204,O006166,4.0,2026-04-26,Not as expected
R001205,O003782,4.0,2026-05-20,Fast delivery
R001206,O002524,5.0,2026-07-04,Damaged package
R001207,O005160,4.0,2026-02-13,Not as expected
R001208,O006842,5.0,2026-02-07,Average experience
R001209,O002156,4.0,2026-06-22,Great value
R001210,O000905,5.0,2026-05-28,Great value
R001211,O006751,2.0,2026-05-28,Great value
R001212,O004382,3.0,2026-06-05,Fast delivery
R001213,O003382,4.0,2026-04-26,Good quality
R001214,O006396,3.0,2026-07-05,Excellent product
R001215,O006370,2.0,2026-04-16,Damaged package
R001216,O005375,3.0,2026-08-30,Damaged package
R001217,O005104,3.0,2026-06-08,Excellent product
R001218,O006407,4.0,2026-02-06,Good quality
R001219,O005304,3.0,2026-01-27,Late delivery
R001220,O003540,5.0,2026-03-21,Late delivery
R001221,O007011,3.0,2026-07-02,Not as expected
R001222,O003429,5.0,2026-08-17,Not as expected
R001223,O006933,4.0,2026-08-22,Great value
R001224,O003754,5.0,2026-08-16,Great value
R001225,O004310,5.0,2026-01-24,Good quality
R001226,O004996,3.0,2026-07-17,Great value
R001227,O000255,4.0,2026-06-25,Fast delivery
R001228,O003802,3.0,2026-07-28,Fast delivery
R001229,O003329,5.0,2026-06-30,Good quality
R001230,O000222,5.0,2026-07-05,Good quality
R001231,O003993,4.0,2026-07-04,Not as expected
R001232,O006095,4.0,2026-06-05,Average experience
R001233,O004598,4.0,2026-04-05,Great value
R001234,O001227,4.0,2026-08-19,Damaged package
R001235,O002572,2.0,2026-02-01,Damaged package
R001236,O003564,4.0,2026-07-23,Good quality
R001237,O006207,5.0,2026-05-15,Fast delivery
R001238,O002699,4.0,2026-05-28,Fast delivery
R001239,O002463,4.0,2026-05-12,Excellent product
R001240,O001316,1.0,2026-05-02,Great value
R001241,O005292,4.0,2026-01-28,Late delivery
R001242,O001211,4.0,2026-04-28,Excellent product
R001243,O005404,3.0,2026-04-30,Not as expected
R001244,O006639,1.0,2026-04-29,Good quality
R001245,O005423,,2026-04-26,Not as expected
R001246,O006067,4.0,2026-03-12,Damaged package
R001247,O000377,3.0,2026-02-05,Good quality
R001248,O000756,3.0,2026-03-18,Late delivery
R001249,O000292,4.0,2026-06-18,Average experience
R001250,O004833,4.0,2026-05-03,Great value
R001251,O004410,4.0,2026-02-28,Good quality
R001252,O000189,5.0,2026-07-30,Great value
R001253,O005501,4.0,2026-08-24,Excellent product
R001254,O001202,5.0,2026-02-19,Fast delivery
R001255,O004884,5.0,2026-02-01,Fast delivery
R001256,O004332,5.0,2026-02-07,Fast delivery
R001257,O004994,4.0,2026-05-05,Excellent product
R001258,O000502,5.0,2026-05-19,Great value
R001259,O001731,4.0,2026-03-17,Late delivery
R001260,O002543,3.0,2026-05-25,Late delivery
R001261,O003887,3.0,2026-06-17,Excellent product
R001262,O005876,3.0,2026-06-09,Good quality
R001263,O002742,4.0,2026-07-12,Not as expected
R001264,O004216,4.0,2026-03-13,Average experience
R001265,O006664,5.0,2026-01-12,Late delivery
R001266,O000673,5.0,2026-08-23,Good quality
R001267,O004699,3.0,2026-04-11,Not as expected
R001268,O001430,5.0,2026-01-07,Damaged package
R001269,O006014,5.0,2026-02-03,Great value
R001270,O007180,4.0,2026-04-18,Not as expected
R001271,O003298,5.0,2026-05-23,Fast delivery
R001272,O005644,5.0,2026-01-21,Excellent product
R001273,O001193,4.0,2026-04-11,Fast delivery
R001274,O005376,1.0,2026-05-14,Damaged package
R001275,O000217,5.0,2026-05-06,Good quality
R001276,O005660,5.0,2026-03-16,Good quality
R001277,O000422,3.0,2026-04-20,Damaged package
R001278,O000506,5.0,2026-08-07,Good quality
R001279,O004768,3.0,2026-08-01,Damaged package
R001280,O001510,4.0,2026-01-22,Good quality
R001281,O003910,4.0,2026-06-07,Excellent product
R001282,O006139,3.0,2026-02-23,Great value
R001283,O000507,1.0,2026-04-15,Damaged package
R001284,O001546,3.0,2026-03-07,Good quality
R001285,O004103,4.0,2026-06-23,Late delivery
R001286,O004109,3.0,2026-06-30,Good quality
R001287,O004281,5.0,2026-01-13,Average experience
R001288,O001929,4.0,2026-06-05,Late delivery
R001289,O004639,4.0,2026-06-05,Good quality
R001290,O004547,3.0,2026-03-19,Average experience
R001291,O005554,,2026-04-19,Great value
R001292,O002943,5.0,2026-07-10,Damaged package
R001293,O001322,4.0,2026-08-19,Good quality
R001294,O006001,4.0,2026-06-07,Fast delivery
R001295,O004320,1.0,2026-03-28,Average experience
R001296,O000348,5.0,2026-05-07,Good quality
R001297,O002978,4.0,2026-08-18,Damaged package
R001298,O000334,2.0,2026-02-07,Late delivery
R001299,O004324,5.0,2026-02-28,Not as expected
R001300,O003287,3.0,2026-02-18,Not as expected
R001301,O006776,4.0,2026-02-27,Excellent product
R001302,O006892,4.0,2026-05-15,Not as expected
R001303,O005575,3.0,2026-02-13,Excellent product
R001304,O006741,4.0,2026-02-04,Damaged package
R001305,O002950,5.0,2026-06-29,Great value
R001306,O004641,4.0,2026-05-08,Great value
R001307,O000747,2.0,2026-08-12,Late delivery
R001308,O005524,2.0,2026-06-08,Excellent product
R001309,O002276,4.0,2026-08-01,Great value
R001310,O003613,5.0,2026-03-08,Fast delivery
R001311,O006591,4.0,2026-02-26,Great value
R001312,O004141,5.0,2026-07-17,Damaged package
R001313,O003934,5.0,2026-08-16,Fast delivery
R001314,O002606,5.0,2026-07-20,Excellent product
R001315,O002390,4.0,2026-05-31,Damaged package
R001316,O000260,4.0,2026-08-24,Excellent product
R001317,O006012,4.0,2026-06-09,Great value
R001318,O004095,1.0,2026-04-13,Late delivery
R001319,O002747,1.0,2026-07-27,Late delivery
R001320,O003185,5.0,2026-07-01,Good quality
R001321,O002108,,2026-01-22,Late delivery
R001322,O003011,5.0,2026-02-03,Excellent product
R001323,O000600,2.0,2026-04-16,Average experience
R001324,O000046,3.0,2026-06-05,Fast delivery
R001325,O004767,2.0,2026-05-18,Not as expected
R001326,O006249,5.0,2026-01-03,Average experience
R001327,O003780,3.0,2026-08-09,Damaged package
R001328,O006887,5.0,2026-07-10,Great value
R001329,O001666,5.0,2026-05-22,Late delivery
R001330,O005935,2.0,2026-04-09,Fast delivery
R001331,O002184,3.0,2026-08-03,Excellent product
R001332,O002570,4.0,2026-05-12,Fast delivery
R001333,O004398,5.0,2026-04-18,Excellent product
R001334,O007176,5.0,2026-05-27,Great value
R001335,O002499,4.0,2026-02-11,Average experience
R001336,O002971,5.0,2026-01-23,Average experience
R001337,O001299,5.0,2026-02-15,Fast delivery
R001338,O000427,4.0,2026-01-01,Average experience
R001339,O001427,3.0,2026-05-14,Fast delivery
R001340,O000806,3.0,2026-04-04,Excellent product
R001341,O000411,4.0,2026-08-22,Late delivery
R001342,O006019,2.0,2026-03-31,Excellent product
R001343,O003758,5.0,2026-06-05,Damaged package
R001344,O000439,4.0,2026-08-28,Fast delivery
R001345,O002329,5.0,2026-06-09,Great value
R001346,O003694,5.0,2026-05-30,Average experience
R001347,O000435,4.0,2026-02-20,Not as expected
R001348,O005068,5.0,2026-02-11,Great value
R001349,O006222,5.0,2026-02-27,Average experience
R001350,O001644,3.0,2026-03-01,Not as expected
R001351,O006539,2.0,2026-04-13,Excellent product
R001352,O005724,1.0,2026-04-01,Damaged package
R001353,O001742,5.0,2026-03-02,Late delivery
R001354,O004869,5.0,2026-05-04,Fast delivery
R001355,O002446,4.0,2026-04-01,Good quality
R001356,O001050,4.0,2026-03-05,Good quality
R001357,O000627,3.0,2026-05-07,Good quality
R001358,O003876,5.0,2026-08-22,Damaged package
R001359,O001224,1.0,2026-07-12,Not as expected
R001360,O000211,3.0,2026-05-28,Fast delivery
R001361,O004048,5.0,2026-03-20,Fast delivery
R001362,O006137,4.0,2026-07-14,Late delivery
R001363,O004976,4.0,2026-08-12,Fast delivery
R001364,O000052,4.0,2026-02-19,Great value
R001365,O001110,3.0,2026-03-04,Average experience
R001366,O002623,5.0,2026-07-16,Not as expected
R001367,O001619,5.0,2026-02-13,Late delivery
R001368,O002477,4.0,2026-02-28,Late delivery
R001369,O003412,3.0,2026-08-31,Fast delivery
R001370,O005019,5.0,2026-08-31,Late delivery
R001371,O004276,4.0,2026-06-08,Average experience
R001372,O006117,5.0,2026-06-23,Good quality
R001373,O006971,5.0,2026-03-03,Not as expected
R001374,O006347,5.0,2026-01-16,Fast delivery
R001375,O003078,5.0,2026-03-11,Average experience
R001376,O003690,5.0,2026-03-26,Fast delivery
R001377,O004591,5.0,2026-01-20,Excellent product
R001378,O005643,5.0,2026-02-09,Excellent product
R001379,O005588,4.0,2026-01-13,Great value
R001380,O003143,3.0,2026-05-11,Fast delivery
R001381,O006143,5.0,2026-08-10,Damaged package
R001382,O005352,3.0,2026-03-14,Not as expected
R001383,O002933,4.0,2026-04-25,Damaged package
R001384,O006026,5.0,2026-01-22,Great value
R001385,O003378,4.0,2026-01-12,Great value
R001386,O000706,3.0,2026-05-26,Fast delivery
R001387,O001562,3.0,2026-02-25,Fast delivery
R001388,O006263,1.0,2026-06-17,Good quality
R001389,O000058,5.0,2026-03-15,Great value
R001390,O005741,4.0,2026-03-05,Good quality
R001391,O006209,4.0,2026-01-12,Good quality
R001392,O000528,3.0,2026-06-22,Excellent product
R001393,O005429,3.0,2026-07-29,Fast delivery
R001394,O004988,4.0,2026-01-18,Damaged package
R001395,O000566,3.0,2026-04-03,Late delivery
R001396,O007005,3.0,2026-07-26,Great value
R001397,O002583,5.0,2026-06-18,Great value
R001398,O000641,4.0,2026-08-25,Excellent product
R001399,O003735,2.0,2026-08-03,Average experience
R001400,O003317,5.0,2026-08-07,Fast delivery
R001401,O000731,2.0,2026-04-30,Fast delivery
R001402,O002432,4.0,2026-02-06,Fast delivery
R001403,O006045,4.0,2026-07-28,Fast delivery
R001404,O000326,5.0,2026-01-29,Late delivery
R001405,O004565,2.0,2026-04-13,Late delivery
R001406,O000291,4.0,2026-01-24,Fast delivery
R001407,O005600,4.0,2026-01-01,Great value
R001408,O002261,4.0,2026-03-03,Great value
R001409,O006334,4.0,2026-06-20,Damaged package
R001410,O004247,4.0,2026-03-23,Great value
R001411,O006981,5.0,2026-03-10,Excellent product
R001412,O003600,5.0,2026-01-08,Late delivery
R001413,O003771,4.0,2026-05-28,Good quality
R001414,O001898,5.0,2026-07-23,Damaged package
R001415,O006101,4.0,2026-04-25,Great value
R001416,O006542,2.0,2026-07-03,Great value
R001417,O002620,3.0,2026-05-26,Fast delivery
R001418,O000865,4.0,2026-05-08,Fast delivery
R001419,O005805,3.0,2026-05-14,Fast delivery
R001420,O006096,,2026-08-31,Good quality
R001421,O001895,3.0,2026-04-21,Average experience
R001422,O004693,4.0,2026-02-10,Excellent product
R001423,O002630,4.0,2026-01-18,Late delivery
R001424,O004223,5.0,2026-07-02,Damaged package
R001425,O000372,1.0,2026-04-02,Great value
R001426,O002185,4.0,2026-08-13,Fast delivery
R001427,O003127,4.0,2026-07-18,Damaged package
R001428,O006711,4.0,2026-03-07,Excellent product
R001429,O001738,3.0,2026-08-25,Late delivery
R001430,O005682,1.0,2026-07-04,Damaged package
R001431,O002893,5.0,2026-01-10,Damaged package
R001432,O005729,5.0,2026-07-17,Average experience
R001433,O005228,2.0,2026-03-23,Damaged package
R001434,O005538,4.0,2026-07-29,Late delivery
R001435,O006514,4.0,2026-07-21,Good quality
R001436,O003791,2.0,2026-04-26,Great value
R001437,O000912,4.0,2026-01-11,Average experience
R001438,O006521,1.0,2026-06-14,Excellent product
R001439,O002996,4.0,2026-05-07,Good quality
R001440,O003342,3.0,2026-08-29,Excellent product
R001441,O002035,4.0,2026-01-02,Not as expected
R001442,O003251,4.0,2026-04-05,Average experience
R001443,O003367,2.0,2026-08-29,Great value
R001444,O001424,4.0,2026-08-19,Late delivery
R001445,O000123,4.0,2026-01-25,Great value
R001446,O000480,4.0,2026-02-18,Fast delivery
R001447,O001812,5.0,2026-02-15,Excellent product
R001448,O002518,4.0,2026-08-20,Not as expected
R001449,O000294,4.0,2026-08-28,Average experience
R001450,O005379,5.0,2026-06-05,Excellent product
R001451,O006283,4.0,2026-07-14,Excellent product
R001452,O000941,4.0,2026-04-06,Late delivery
R001453,O006023,4.0,2026-03-19,Great value
R001454,O005262,3.0,2026-06-07,Good quality
R001455,O000440,4.0,2026-03-06,Damaged package
R001456,O001380,3.0,2026-06-05,Fast delivery
R001457,O000848,3.0,2026-01-31,Not as expected
R001458,O004191,5.0,2026-03-12,Late delivery
R001459,O004546,5.0,2026-07-06,Fast delivery
R001460,O003054,5.0,2026-02-02,Good quality
R001461,O001444,4.0,2026-05-06,Excellent product
R001462,O002292,2.0,2026-05-14,Excellent product
R001463,O001174,4.0,2026-06-03,Not as expected
R001464,O004031,5.0,2026-02-05,Not as expected
R001465,O002684,5.0,2026-02-12,Excellent product
R001466,O001863,5.0,2026-02-07,Good quality
R001467,O002192,5.0,2026-01-21,Average experience
R001468,O006495,4.0,2026-07-21,Damaged package
R001469,O005578,4.0,2026-03-08,Average experience
R001470,O004978,4.0,2026-01-25,Late delivery
R001471,O000280,4.0,2026-04-02,Fast delivery
R001472,O006672,4.0,2026-01-02,Damaged package
R001473,O002376,4.0,2026-04-02,Great value
R001474,O002474,5.0,2026-05-28,Great value
R001475,O003955,3.0,2026-07-14,Damaged package
R001476,O004289,3.0,2026-04-16,Fast delivery
R001477,O006219,3.0,2026-03-11,Great value
R001478,O004723,5.0,2026-01-23,Late delivery
R001479,O003756,5.0,2026-04-26,Good quality
R001480,O002587,5.0,2026-05-03,Fast delivery
R001481,O001102,4.0,2026-03-29,Good quality
R001482,O007168,4.0,2026-06-06,Fast delivery
R001483,O001544,1.0,2026-07-07,Excellent product
R001484,O004551,4.0,2026-03-28,Damaged package
R001485,O004713,5.0,2026-06-13,Fast delivery
R001486,O005653,5.0,2026-04-06,Damaged package
R001487,O003627,4.0,2026-08-01,Excellent product
R001488,O000578,5.0,2026-02-19,Not as expected
R001489,O000060,4.0,2026-04-17,Average experience
R001490,O003219,2.0,2026-07-17,Fast delivery
R001491,O000788,4.0,2026-08-01,Good quality
R001492,O002586,5.0,2026-06-25,Average experience
R001493,O004783,5.0,2026-04-07,Average experience
R001494,O006044,5.0,2026-07-08,Late delivery
R001495,O004254,4.0,2026-04-15,Great value
R001496,O006576,5.0,2026-08-26,Damaged package
R001497,O004909,4.0,2026-02-20,Excellent product
R001498,O001534,4.0,2026-06-11,Not as expected
R001499,O001346,4.0,2026-02-26,Excellent product
R001500,O005318,4.0,2026-01-05,Good quality
R001501,O001184,5.0,2026-03-20,Not as expected
R001502,O006990,4.0,2026-06-18,Excellent product
R001503,O006607,5.0,2026-03-20,Not as expected
R001504,O002860,5.0,2026-05-25,Damaged package
R001505,O001871,5.0,2026-05-15,Excellent product
R001506,O003257,1.0,2026-07-18,Fast delivery
R001507,O006109,3.0,2026-01-14,Late delivery
R001508,O000185,5.0,2026-02-23,Good quality
R001509,O001741,5.0,2026-03-15,Fast delivery
R001510,O002610,3.0,2026-06-28,Damaged package
R001511,O000421,4.0,2026-01-19,Not as expected
R001512,O005022,1.0,2026-06-09,Fast delivery
R001513,O000554,5.0,2026-01-27,Good quality
R001514,O001398,4.0,2026-05-04,Not as expected
R001515,O006437,4.0,2026-05-16,Good quality
R001516,O001920,3.0,2026-04-30,Damaged package
R001517,O002252,1.0,2026-03-10,Great value
R001518,O005275,5.0,2026-04-13,Great value
R001519,O003140,5.0,2026-02-02,Damaged package
R001520,O000444,3.0,2026-01-23,Great value
R001521,O002886,1.0,2026-02-16,Excellent product
R001522,O004623,4.0,2026-04-25,Great value
R001523,O001784,,2026-03-23,Damaged package
R001524,O006342,4.0,2026-02-19,Average experience
R001525,O001957,4.0,2026-07-02,Average experience
R001526,O006141,5.0,2026-01-10,Damaged package
R001527,O002226,4.0,2026-05-06,Great value
R001528,O001836,5.0,2026-05-08,Average experience
R001529,O000182,4.0,2026-07-08,Late delivery
R001530,O004686,1.0,2026-08-12,Good quality
R001531,O000795,5.0,2026-07-31,Excellent product
R001532,O003152,5.0,2026-07-11,Good quality
R001533,O002407,2.0,2026-02-21,Average experience
R001534,O001673,4.0,2026-06-18,Fast delivery
R001535,O002078,5.0,2026-02-09,Great value
R001536,O006323,5.0,2026-06-05,Late delivery
R001537,O001703,5.0,2026-02-27,Late delivery
R001538,O002167,5.0,2026-02-11,Average experience
R001539,O003543,5.0,2026-01-04,Fast delivery
R001540,O004029,4.0,2026-04-03,Excellent product
R001541,O005210,3.0,2026-04-03,Great value
R001542,O000531,5.0,2026-06-16,Late delivery
R001543,O005574,5.0,2026-02-17,Late delivery
R001544,O005769,1.0,2026-06-22,Excellent product
R001545,O000711,5.0,2026-05-04,Excellent product
R001546,O003297,2.0,2026-03-13,Excellent product
R001547,O003480,5.0,2026-07-12,Average experience
