customer_id,customer_name,city,segment,signup_date,region,age
C0378,Customer 0378,Lahore,Consumer,2026-04-15,Punjab,45.0
C0379,Customer 0379,Lahore,Consumer,2025-07-22,Punjab,58.0
C0380,Customer 0380,Rawalpindi,Consumer,2025-01-24,Punjab,36.0
C0381,Customer 0381,Lahore,Small Business,2025-06-11,Punjab,57.0
C0382,Customer 0382,Multan,Corporate,2026-05-02,Punjab,54.0
C0383,Customer 0383,Rawalpindi,Corporate,2026-02-01,Punjab,63.0
C0384,Customer 0384,Lahore,Consumer,2026-03-12,Punjab,60.0
C0385,Customer 0385,Lahore,Consumer,2026-04-20,Punjab,55.0
C0386,Customer 0386,Multan,Small Business,2025-03-03,Punjab,29.0
C0387,Customer 0387,,Consumer,2025-05-27,Punjab,54.0
C0388,Customer 0388,Multan,Consumer,2025-02-01,Punjab,
C0389,Customer 0389,Karachi,Consumer,2025-01-03,Sindh,31.0
C0390,Customer 0390,Peshawar,Corporate,2026-03-11,KPK,49.0
C0391,Customer 0391,Islamabad,Corporate,2026-05-03,ICT,29.0
C0392,Customer 0392,Karachi,Corporate,2025-03-22,Sindh,42.0
C0393,Customer 0393,Islamabad,Corporate,2026-01-11,ICT,55.0
C0394,Customer 0394,Islamabad,Consumer,2025-10-06,ICT,
C0395,Customer 0395,Karachi,Small Business,2025-02-05,Sindh,33.0
C0396,Customer 0396,Lahore,Consumer,2026-04-22,Punjab,55.0
C0397,Customer 0397,Peshawar,Corporate,2026-03-30,KPK,39.0
C0398,Customer 0398,Karachi,Consumer,2025-10-23,Sindh,
C0399,Customer 0399,Lahore,Small Business,2026-01-04,Punjab,18.0
C0400,Customer 0400,Lahore,Consumer,2025-07-26,Punjab,51.0
C0401,Customer 0401,Karachi,Consumer,2026-02-17,Sindh,56.0
C0402,Customer 0402,Multan,Consumer,2025-08-20,Punjab,61.0
C0403,Customer 0403,Rawalpindi,Consumer,2026-05-30,Punjab,25.0
C0404,Customer 0404,Karachi,Consumer,2025-02-02,Sindh,64.0
C0405,Customer 0405,Multan,Corporate,2025-03-31,Punjab,36.0
C0406,Customer 0406,Peshawar,Consumer,2026-05-19,KPK,34.0
C0407,Customer 0407,Karachi,Small Business,2025-05-31,Sindh,34.0
C0408,Customer 0408,Peshawar,Consumer,2025-06-11,KPK,47.0
C0409,Customer 0409,Karachi,Corporate,2026-02-16,Sindh,48.0
C0410,Customer 0410,Multan,Consumer,2025-04-09,Punjab,40.0
C0411,Customer 0411,Islamabad,Corporate,2025-09-25,ICT,21.0
C0412,Customer 0412,Islamabad,Consumer,2025-05-29,ICT,64.0
C0413,Customer 0413,Karachi,Consumer,2025-04-13,Sindh,28.0
C0414,Customer 0414,Multan,Small Business,2026-05-17,Punjab,22.0
C0415,Customer 0415,Karachi,Consumer,2025-04-14,Sindh,46.0
C0416,Customer 0416,Karachi,Consumer,2025-02-19,Sindh,37.0
C0417,Customer 0417,Karachi,Corporate,2025-12-17,Sindh,46.0
C0418,Customer 0418,Rawalpindi,Small Business,2026-03-27,Punjab,59.0
C0419,Customer 0419,Karachi,Consumer,2025-03-08,Sindh,22.0
C0420,Customer 0420,Multan,Consumer,2026-01-04,Punjab,31.0
C0421,Customer 0421,Islamabad,Small Business,2025-10-09,ICT,42.0
C0422,Customer 0422,Karachi,Corporate,2026-03-08,Sindh,55.0
C0423,Customer 0423,Karachi,Small Business,2025-03-08,Sindh,46.0
C0424,Customer 0424,Karachi,Consumer,2026-05-23,Sindh,35.0
C0425,Customer 0425,Islamabad,Corporate,2025-11-18,ICT,46.0
C0426,Customer 0426,Peshawar,Consumer,2026-03-14,KPK,64.0
C0427,Customer 0427,Karachi,Small Business,2025-07-08,Sindh,40.0
C0428,Customer 0428,Peshawar,Consumer,2026-05-06,KPK,59.0
C0429,Customer 0429,Karachi,Corporate,2025-11-22,Sindh,54.0
C0430,Customer 0430,Peshawar,Consumer,2025-03-08,KPK,32.0
C0431,Customer 0431,Multan,Consumer,2026-04-25,Punjab,29.0
C0432,Customer 0432,Rawalpindi,Corporate,2026-02-18,Punjab,54.0
C0433,Customer 0433,Rawalpindi,Consumer,2025-06-06,Punjab,27.0
C0434,Customer 0434,Peshawar,Small Business,2025-10-11,KPK,33.0
C0435,Customer 0435,Karachi,Consumer,2025-07-21,Sindh,29.0
C0436,Customer 0436,Karachi,Corporate,2025-10-10,Sindh,
C0437,Customer 0437,Karachi,Consumer,2026-05-17,Sindh,31.0
C0438,Customer 0438,Lahore,Consumer,2026-04-13,Punjab,48.0
C0439,Customer 0439,Rawalpindi,Consumer,2025-04-23,Punjab,61.0
C0440,Customer 0440,Islamabad,Consumer,2026-05-21,ICT,
C0441,Customer 0441,Peshawar,Consumer,2025-08-16,KPK,62.0
C0442,Customer 0442,Karachi,Corporate,2026-01-02,Sindh,19.0
C0443,Customer 0443,Rawalpindi,Corporate,2026-02-02,Punjab,39.0
C0444,Customer 0444,Karachi,Corporate,2025-09-09,Sindh,28.0
C0445,Customer 0445,Karachi,Consumer,2025-08-26,Sindh,61.0
C0446,Customer 0446,Rawalpindi,Consumer,2025-08-26,Punjab,51.0
C0447,Customer 0447,Multan,Consumer,2026-03-25,Punjab,33.0
C0448,Customer 0448,Islamabad,Corporate,2025-07-20,ICT,44.0
C0449,Customer 0449,Karachi,Small Business,2025-05-26,Sindh,46.0
C0450,Customer 0450,Islamabad,Consumer,2025-07-08,ICT,41.0
C0451,Customer 0451,Karachi,Corporate,2025-04-12,Sindh,40.0
C0452,Customer 0452,Multan,Consumer,2025-07-23,Punjab,20.0
C0453,Customer 0453,Rawalpindi,Consumer,2025-03-01,Punjab,39.0
C0454,Customer 0454,Karachi,Consumer,2025-02-16,Sindh,34.0
C0455,Customer 0455,Karachi,Consumer,2026-01-12,Sindh,56.0
C0456,Customer 0456,Karachi,Corporate,2025-02-10,Sindh,
C0457,Customer 0457,Multan,Small Business,2025-10-23,Punjab,
C0458,Customer 0458,Lahore,Consumer,2026-02-10,Punjab,19.0
C0459,Customer 0459,Rawalpindi,Consumer,2026-01-12,Punjab,57.0
C0460,Customer 0460,Islamabad,Corporate,2025-08-20,ICT,36.0
C0461,Customer 0461,Islamabad,Small Business,2025-04-11,ICT,37.0
C0462,Customer 0462,Karachi,Consumer,2026-04-29,Sindh,62.0
C0463,Customer 0463,Multan,Consumer,2026-03-11,Punjab,58.0
C0464,Customer 0464,Karachi,Corporate,2025-11-15,Sindh,20.0
C0465,Customer 0465,Islamabad,Consumer,2025-02-15,ICT,34.0
C0466,Customer 0466,Rawalpindi,Small Business,2025-01-19,Punjab,53.0
C0467,Customer 0467,Islamabad,Consumer,2025-06-13,ICT,43.0
C0468,Customer 0468,Multan,Corporate,2025-03-23,Punjab,30.0
C0469,Customer 0469,Karachi,Consumer,2026-03-24,Sindh,42.0
C0470,Customer 0470,Lahore,Consumer,2025-04-18,Punjab,58.0
C0471,Customer 0471,Lahore,Small Business,2025-05-27,Punjab,28.0
C0472,Customer 0472,Lahore,Consumer,2026-05-23,Punjab,53.0
C0473,Customer 0473,Karachi,Consumer,2026-03-02,Sindh,52.0
C0474,Customer 0474,Karachi,Small Business,2025-04-24,Sindh,59.0
C0475,Customer 0475,Karachi,Small Business,2025-07-19,Sindh,32.0
C0476,Customer 0476,Karachi,Consumer,2025-09-26,Sindh,28.0
C0477,Customer 0477,Lahore,Consumer,2025-12-12,Punjab,43.0
C0478,Customer 0478,Islamabad,Consumer,2026-05-02,ICT,42.0
C0479,Customer 0479,Islamabad,Corporate,2026-03-29,ICT,37.0
C0480,Customer 0480,Lahore,Consumer,2026-05-24,Punjab,54.0
C0481,Customer 0481,Lahore,Consumer,2025-01-22,Punjab,55.0
C0482,Customer 0482,Karachi,Small Business,2025-05-03,Sindh,29.0
C0483,Customer 0483,Islamabad,Small Business,2025-10-20,ICT,55.0
C0484,Customer 0484,Karachi,Small Business,2025-01-26,Sindh,28.0
C0485,Customer 0485,Karachi,Small Business,2025-07-04,Sindh,37.0
C0486,Customer 0486,Lahore,Corporate,2025-03-21,Punjab,19.0
C0487,Customer 0487,Lahore,Corporate,2026-05-01,Punjab,33.0
C0488,Customer 0488,Karachi,Corporate,2025-02-02,Sindh,63.0
C0489,Customer 0489,Islamabad,Consumer,2025-03-19,ICT,38.0
C0490,Customer 0490,Lahore,Consumer,2025-04-12,Punjab,51.0
C0491,Customer 0491,Rawalpindi,Consumer,2025-03-19,Punjab,23.0
C0492,Customer 0492,Islamabad,Corporate,2025-10-23,ICT,
C0493,Customer 0493,Islamabad,Consumer,2025-07-09,ICT,35.0
C0494,Customer 0494,Karachi,Consumer,2026-04-20,Sindh,
C0495,Customer 0495,Rawalpindi,Consumer,2025-05-16,Punjab,61.0
C0496,Customer 0496,Lahore,Consumer,2025-10-07,Punjab,42.0
C0497,Customer 0497,Lahore,Consumer,2025-12-10,Punjab,22.0
C0498,Customer 0498,Islamabad,Corporate,2025-11-22,ICT,40.0
C0499,Customer 0499,Lahore,Small Business,2026-02-19,Punjab,23.0
C0500,Customer 0500,Lahore,Consumer,2025-04-15,Punjab,39.0
C0501,Customer 0501,Rawalpindi,Consumer,2025-09-21,Punjab,20.0
C0502,Customer 0502,Multan,Consumer,2026-02-21,Punjab,48.0
C0503,Customer 0503,Multan,Corporate,2026-03-25,Punjab,
C0504,Customer 0504,Lahore,Small Business,2025-11-18,Punjab,27.0
C0505,Customer 0505,Lahore,Consumer,2025-12-05,Punjab,18.0
C0506,Customer 0506,Peshawar,Corporate,2026-03-26,KPK,59.0
C0507,Customer 0507,Karachi,Consumer,2025-11-21,Sindh,57.0
C0508,Customer 0508,Peshawar,Consumer,2026-05-09,KPK,56.0
C0509,Customer 0509,Lahore,Small Business,2025-03-08,Punjab,20.0
C0510,Customer 0510,Karachi,Consumer,2025-06-30,Sindh,34.0
C0511,Customer 0511,Karachi,Consumer,2025-02-28,Sindh,63.0
C0512,Customer 0512,Peshawar,Consumer,2025-02-17,KPK,45.0
C0513,Customer 0513,Karachi,Consumer,2025-09-03,Sindh,24.0
C0514,Customer 0514,Karachi,Small Business,2025-04-28,Sindh,24.0
C0515,Customer 0515,Karachi,Small Business,2025-07-31,Sindh,30.0
C0516,Customer 0516,Karachi,Consumer,2025-08-16,Sindh,63.0
C0517,Customer 0517,Karachi,Consumer,2025-11-19,Sindh,25.0
C0518,Customer 0518,Rawalpindi,Corporate,2026-05-07,Punjab,60.0
C0519,Customer 0519,Karachi,Consumer,2026-03-18,Sindh,49.0
C0520,Customer 0520,Peshawar,Small Business,2025-07-16,KPK,61.0
C0521,Customer 0521,Peshawar,Corporate,2025-06-19,KPK,56.0
C0522,Customer 0522,Lahore,Consumer,2026-02-05,Punjab,33.0
C0523,Customer 0523,Karachi,Small Business,2025-03-06,Sindh,56.0
C0524,Customer 0524,Islamabad,Consumer,2025-10-09,ICT,25.0
C0525,Customer 0525,Karachi,Consumer,2025-08-08,Sindh,31.0
C0526,Customer 0526,Lahore,Consumer,2025-04-06,Punjab,27.0
C0527,Customer 0527,Multan,Consumer,2025-11-17,Punjab,24.0
C0528,Customer 0528,Multan,Corporate,2025-06-16,Punjab,
C0529,Customer 0529,Rawalpindi,Corporate,2025-04-07,Punjab,26.0
C0530,Customer 0530,Karachi,Small Business,2025-12-06,Sindh,23.0
C0531,Customer 0531,Islamabad,Small Business,2025-04-01,ICT,35.0
C0532,Customer 0532,Rawalpindi,Consumer,2025-12-16,Punjab,21.0
C0533,Customer 0533,Lahore,Consumer,2025-03-26,Punjab,20.0
C0534,Customer 0534,Islamabad,Corporate,2025-08-15,ICT,64.0
C0535,Customer 0535,Karachi,Small Business,2026-02-25,Sindh,22.0
C0536,Customer 0536,Karachi,Consumer,2025-04-29,Sindh,21.0
C0537,Customer 0537,Lahore,Consumer,2026-02-04,Punjab,19.0
C0538,Customer 0538,Karachi,Consumer,2026-01-11,Sindh,24.0
C0539,Customer 0539,Karachi,Consumer,2026-04-15,Sindh,42.0
C0540,Customer 0540,Peshawar,Corporate,2025-03-29,KPK,56.0
C0541,Customer 0541,Multan,Consumer,2026-01-07,Punjab,52.0
C0542,Customer 0542,Lahore,Corporate,2026-05-03,Punjab,45.0
C0543,Customer 0543,Peshawar,Small Business,2026-02-01,KPK,21.0
C0544,Customer 0544,Multan,Small Business,2025-04-08,Punjab,54.0
C0545,Customer 0545,Karachi,Consumer,2026-03-04,Sindh,19.0
C0546,Customer 0546,Lahore,Consumer,2025-02-25,Punjab,47.0
C0547,Customer 0547,Lahore,Corporate,2025-11-03,Punjab,37.0
C0548,Customer 0548,Karachi,Corporate,2025-09-16,Sindh,59.0
C0549,Customer 0549,Rawalpindi,Consumer,2025-10-04,Punjab,32.0
C0550,Customer 0550,Lahore,Small Business,2025-09-28,Punjab,48.0
C0551,Customer 0551,Lahore,Consumer,2025-01-17,Punjab,38.0
C0552,Customer 0552,Karachi,Small Business,2025-09-22,Sindh,42.0
C0553,Customer 0553,Karachi,Consumer,2026-05-03,Sindh,62.0
C0554,Customer 0554,Multan,Consumer,2025-08-16,Punjab,51.0
C0555,Customer 0555,Karachi,Consumer,2025-05-24,Sindh,37.0
C0556,Customer 0556,Karachi,Consumer,2026-06-02,Sindh,39.0
C0557,Customer 0557,Karachi,Consumer,2025-02-21,Sindh,51.0
C0558,Customer 0558,Lahore,Consumer,2025-09-10,Punjab,34.0
C0559,Customer 0559,Islamabad,Consumer,2025-09-24,ICT,25.0
C0560,Customer 0560,Lahore,Corporate,2025-09-06,Punjab,39.0
C0561,Customer 0561,Karachi,Consumer,2026-04-25,Sindh,21.0
C0562,Customer 0562,Karachi,Corporate,2025-08-08,Sindh,25.0
C0563,Customer 0563,Peshawar,Small Business,2026-05-22,KPK,37.0
C0564,Customer 0564,Islamabad,Consumer,2025-02-04,ICT,55.0
C0565,Customer 0565,Islamabad,Consumer,2026-01-17,ICT,54.0
C0566,Customer 0566,Islamabad,Small Business,2025-11-05,ICT,30.0
C0567,Customer 0567,Rawalpindi,Small Business,2025-05-06,Punjab,37.0
C0568,Customer 0568,Karachi,Consumer,2025-04-29,Sindh,25.0
C0569,Customer 0569,Lahore,Corporate,2026-01-10,Punjab,53.0
C0570,Customer 0570,Lahore,Consumer,2025-11-28,Punjab,29.0
C0571,Customer 0571,Karachi,Consumer,2025-11-14,Sindh,55.0
C0572,Customer 0572,Peshawar,Corporate,2025-01-27,KPK,57.0
C0573,Customer 0573,Lahore,Consumer,2025-11-07,Punjab,50.0
C0574,Customer 0574,Rawalpindi,Corporate,2026-05-26,Punjab,
C0575,Customer 0575,Peshawar,Consumer,2025-01-10,KPK,62.0
C0576,Customer 0576,Lahore,Corporate,2025-09-01,Punjab,50.0
C0577,Customer 0577,Multan,Consumer,2025-09-15,Punjab,
C0578,Customer 0578,Islamabad,Consumer,2026-04-12,ICT,58.0
C0579,Customer 0579,Peshawar,Consumer,2025-05-28,KPK,59.0
C0580,Customer 0580,Karachi,Consumer,2025-09-05,Sindh,21.0
C0581,Customer 0581,Lahore,Corporate,2026-01-08,Punjab,59.0
C0582,Customer 0582,Lahore,Consumer,2025-02-01,Punjab,53.0
C0583,Customer 0583,Karachi,Consumer,2026-02-21,Sindh,27.0
C0584,Customer 0584,Lahore,Consumer,2026-03-04,Punjab,
C0585,Customer 0585,Multan,Consumer,2026-01-10,Punjab,53.0
C0586,Customer 0586,Islamabad,Small Business,2025-12-04,ICT,28.0
C0587,Customer 0587,Karachi,Consumer,2026-01-24,Sindh,39.0
C0588,Customer 0588,Karachi,Small Business,2026-02-11,Sindh,50.0
C0589,Customer 0589,Karachi,Consumer,2026-04-15,Sindh,
C0590,Customer 0590,Karachi,Corporate,2025-08-11,Sindh,60.0
C0591,Customer 0591,Multan,Consumer,2025-08-26,Punjab,23.0
C0592,Customer 0592,Lahore,Consumer,2025-11-28,Punjab,31.0
C0593,Customer 0593,Karachi,Small Business,2025-04-11,Sindh,64.0
C0594,Customer 0594,Islamabad,Small Business,2026-03-22,ICT,44.0
C0595,Customer 0595,Karachi,Small Business,2026-02-05,Sindh,29.0
C0596,Customer 0596,Karachi,Consumer,2025-11-25,Sindh,31.0
C0597,Customer 0597,Rawalpindi,Consumer,2025-06-06,Punjab,33.0
C0598,Customer 0598,Islamabad,Corporate,2025-06-30,ICT,44.0
C0599,Customer 0599,Multan,Consumer,2025-08-15,Punjab,31.0
C0600,Customer 0600,Islamabad,Corporate,2025-12-11,ICT,47.0
