payment_id,order_id,payment_method,payment_status,amount
PAY0001449,O001449,Card,Paid,4750.0
PAY0001450,O001450,Card,Paid,42000.0
PAY0001451,O001451,Cash on Delivery,Paid,16150.0
PAY0001452,O001452,Cash on Delivery,Paid,117000.0
PAY0001453,O001453,Cash on Delivery,Paid,20900.0
PAY0001454,O001454,Bank Transfer,Pending,25200.0
PAY0001455,O001455,Card,Paid,63650.0
PAY0001456,O001456,Bank Transfer,Paid,3825.0
PAY0001457,O001457,Bank Transfer,Paid,36000.0
PAY0001458,O001458,Cash on Delivery,Paid,8500.0
PAY0001459,O001459,Cash on Delivery,Paid,90200.0
PAY0001460,O001460,Wallet,Paid,49400.0
PAY0001461,O001461,Bank Transfer,Paid,11700.0
PAY0001462,O001462,Card,Failed,30000.0
PAY0001463,O001463,Cash on Delivery,Paid,25500.0
PAY0001464,O001464,Cash on Delivery,Paid,26600.0
PAY0001465,O001465,Card,Paid,9000.0
PAY0001466,O001466,Card,Paid,8550.0
PAY0001467,O001467,Cash on Delivery,Paid,28500.0
PAY0001468,O001468,Cash on Delivery,Paid,2125.0
PAY0001469,O001469,Cash on Delivery,Paid,28500.0
PAY0001470,O001470,Bank Transfer,Paid,54000.0
PAY0001471,O001471,Bank Transfer,Paid,2000.0
PAY0001472,O001472,Card,Paid,45000.0
PAY0001473,O001473,Card,Paid,65200.0
PAY0001474,O001474,Cash on Delivery,Paid,205800.0
PAY0001475,O001475,Card,Paid,8100.0
PAY0001476,O001476,Wallet,Paid,85500.0
PAY0001477,O001477,Cash on Delivery,Pending,19800.0
PAY0001478,O001478,Card,Paid,64800.0
PAY0001479,O001479,Card,Paid,25500.0
PAY0001480,O001480,Bank Transfer,Paid,165000.0
PAY0001481,O001481,Card,Paid,75600.0
PAY0001482,O001482,Card,Paid,56000.0
PAY0001483,O001483,Card,Paid,43000.0
PAY0001484,O001484,Cash on Delivery,Paid,20900.0
PAY0001485,O001485,Cash on Delivery,Paid,20400.0
PAY0001486,O001486,Card,Paid,54000.0
PAY0001487,O001487,Cash on Delivery,Paid,23800.0
PAY0001488,O001488,Cash on Delivery,Paid,15300.0
PAY0001489,O001489,Bank Transfer,Paid,65400.0
PAY0001490,O001490,Card,Paid,17375.0
PAY0001491,O001491,Card,Paid,43200.0
PAY0001492,O001492,Bank Transfer,Pending,91500.0
PAY0001493,O001493,Cash on Delivery,Paid,20400.0
PAY0001494,O001494,Wallet,Paid,195000.0
PAY0001495,O001495,Cash on Delivery,Paid,49500.0
PAY0001496,O001496,Card,Paid,2125.0
PAY0001497,O001497,Cash on Delivery,Paid,63000.0
PAY0001498,O001498,Card,Paid,6500.0
PAY0001499,O001499,Bank Transfer,Paid,54000.0
PAY0001500,O001500,Card,Paid,38400.0
PAY0001501,O001501,Bank Transfer,Paid,7650.0
PAY0001502,O001502,Bank Transfer,Paid,36000.0
PAY0001503,O001503,Cash on Delivery,Paid,4275.0
PAY0001504,O001504,Cash on Delivery,Paid,8550.0
PAY0001505,O001505,Wallet,Failed,185250.0
PAY0001506,O001506,Bank Transfer,Paid,49400.0
PAY0001507,O001507,Wallet,Paid,123500.0
PAY0001508,O001508,Bank Transfer,Paid,15300.0
PAY0001509,O001509,Card,Paid,12825.0
PAY0001510,O001510,Card,Paid,17000.0
PAY0001511,O001511,Card,Paid,6750.0
PAY0001512,O001512,Wallet,Paid,22950.0
PAY0001513,O001513,Wallet,Paid,156000.0
PAY0001514,O001514,Card,Paid,76950.0
PAY0001515,O001515,Card,Paid,51775.0
PAY0001516,O001516,Cash on Delivery,Paid,6375.0
PAY0001517,O001517,Cash on Delivery,Paid,8100.0
PAY0001518,O001518,Cash on Delivery,Paid,28500.0
PAY0001519,O001519,Wallet,Paid,7500.0
PAY0001520,O001520,Cash on Delivery,Paid,150400.0
PAY0001521,O001521,Cash on Delivery,Paid,79800.0
PAY0001522,O001522,Cash on Delivery,Paid,15000.0
PAY0001523,O001523,Cash on Delivery,Pending,131400.0
PAY0001524,O001524,Cash on Delivery,Paid,48000.0
PAY0001525,O001525,Bank Transfer,Paid,71400.0
PAY0001526,O001526,Wallet,Paid,34200.0
PAY0001527,O001527,Wallet,Paid,8500.0
PAY0001528,O001528,Cash on Delivery,Paid,4500.0
PAY0001529,O001529,Card,Paid,22000.0
PAY0001530,O001530,Bank Transfer,Paid,40500.0
PAY0001531,O001531,Cash on Delivery,Paid,66000.0
PAY0001532,O001532,Card,Paid,24000.0
PAY0001533,O001533,Cash on Delivery,Paid,12000.0
PAY0001534,O001534,Cash on Delivery,Paid,6500.0
PAY0001535,O001535,Bank Transfer,Pending,52000.0
PAY0001536,O001536,Card,Paid,15000.0
PAY0001537,O001537,Cash on Delivery,Paid,6800.0
PAY0001538,O001538,Bank Transfer,Paid,6800.0
PAY0001539,O001539,Card,Paid,111600.0
PAY0001540,O001540,Cash on Delivery,Paid,32400.0
PAY0001541,O001541,Cash on Delivery,Paid,38250.0
PAY0001542,O001542,Card,Paid,225600.0
PAY0001543,O001543,Card,Paid,18000.0
PAY0001544,O001544,Card,Paid,15300.0
PAY0001545,O001545,Cash on Delivery,Paid,88400.0
PAY0001546,O001546,Cash on Delivery,Pending,140400.0
PAY0001547,O001547,Wallet,Paid,14450.0
PAY0001548,O001548,Card,Paid,45600.0
PAY0001549,O001549,Card,Paid,28500.0
PAY0001550,O001550,Cash on Delivery,Paid,79050.0
PAY0001551,O001551,Card,Paid,11400.0
PAY0001552,O001552,Card,Paid,156000.0
PAY0001553,O001553,Cash on Delivery,Paid,79800.0
PAY0001554,O001554,Cash on Delivery,Paid,17000.0
PAY0001555,O001555,Card,Paid,123500.0
PAY0001556,O001556,Bank Transfer,Paid,42750.0
PAY0001557,O001557,Card,Paid,22000.0
PAY0001558,O001558,Card,Paid,4050.0
PAY0001559,O001559,Card,Paid,213750.0
PAY0001560,O001560,Wallet,Paid,49400.0
PAY0001561,O001561,Card,Paid,111000.0
PAY0001562,O001562,Card,Paid,7650.0
PAY0001563,O001563,Card,Paid,22950.0
PAY0001564,O001564,Cash on Delivery,Paid,40800.0
PAY0001565,O001565,Card,Paid,61600.0
PAY0001566,O001566,Card,Paid,72000.0
PAY0001567,O001567,Cash on Delivery,Paid,25500.0
PAY0001568,O001568,Bank Transfer,Paid,56625.0
PAY0001569,O001569,Cash on Delivery,Pending,25500.0
PAY0001570,O001570,Cash on Delivery,Paid,3825.0
PAY0001571,O001571,Wallet,Paid,24000.0
PAY0001572,O001572,Card,Paid,28000.0
PAY0001573,O001573,Cash on Delivery,Failed,8100.0
PAY0001574,O001574,Card,Paid,68500.0
PAY0001575,O001575,Cash on Delivery,Paid,13500.0
PAY0001576,O001576,Cash on Delivery,Paid,132600.0
PAY0001577,O001577,Bank Transfer,Paid,148200.0
PAY0001578,O001578,Cash on Delivery,Paid,75600.0
PAY0001579,O001579,Card,Paid,17000.0
PAY0001580,O001580,Wallet,Paid,20400.0
PAY0001581,O001581,Card,Paid,130000.0
PAY0001582,O001582,Card,Paid,40575.0
PAY0001583,O001583,Wallet,Paid,8550.0
PAY0001584,O001584,Cash on Delivery,Paid,68400.0
PAY0001585,O001585,Bank Transfer,Paid,9000.0
PAY0001586,O001586,Card,Paid,4250.0
PAY0001587,O001587,Card,Paid,6175.0
PAY0001588,O001588,Cash on Delivery,Paid,10475.0
PAY0001589,O001589,Card,Paid,15300.0
PAY0001590,O001590,Bank Transfer,Paid,54000.0
PAY0001591,O001591,Card,Paid,17000.0
PAY0001592,O001592,Card,Paid,3825.0
PAY0001593,O001593,Cash on Delivery,Paid,34200.0
PAY0001594,O001594,Card,Paid,36000.0
PAY0001595,O001595,Card,Paid,44200.0
PAY0001596,O001596,Card,Paid,25200.0
PAY0001597,O001597,Card,Paid,4275.0
PAY0001598,O001598,Cash on Delivery,Paid,20900.0
PAY0001599,O001599,Cash on Delivery,Paid,59400.0
PAY0001600,O001600,Cash on Delivery,Paid,73300.0
PAY0001601,O001601,Cash on Delivery,Paid,24000.0
PAY0001602,O001602,Card,Paid,30600.0
PAY0001603,O001603,Card,Paid,25500.0
PAY0001604,O001604,Wallet,Paid,49200.0
PAY0001605,O001605,Card,Paid,123300.0
PAY0001606,O001606,Bank Transfer,Paid,12825.0
PAY0001607,O001607,Card,Paid,185250.0
PAY0001608,O001608,Cash on Delivery,Pending,48600.0
PAY0001609,O001609,Cash on Delivery,Paid,50400.0
PAY0001610,O001610,Cash on Delivery,Paid,50400.0
PAY0001611,O001611,Card,Paid,40800.0
PAY0001612,O001612,Bank Transfer,Paid,185250.0
PAY0001613,O001613,Cash on Delivery,Paid,11400.0
PAY0001614,O001614,Cash on Delivery,Paid,24000.0
PAY0001615,O001615,Wallet,Paid,25200.0
PAY0001616,O001616,Card,Paid,61200.0
PAY0001617,O001617,Bank Transfer,Paid,25200.0
PAY0001618,O001618,Wallet,Paid,6375.0
PAY0001619,O001619,Wallet,Paid,95000.0
PAY0001620,O001620,Card,Paid,6175.0
PAY0001621,O001621,Bank Transfer,Paid,40800.0
PAY0001622,O001622,Card,Paid,53200.0
PAY0001623,O001623,Cash on Delivery,Paid,19500.0
PAY0001624,O001624,Cash on Delivery,Paid,25500.0
PAY0001625,O001625,Cash on Delivery,Paid,93600.0
PAY0001626,O001626,Card,Paid,38500.0
PAY0001627,O001627,Card,Paid,195000.0
PAY0001628,O001628,Card,Paid,9000.0
PAY0001629,O001629,Card,Paid,52000.0
PAY0001630,O001630,Card,Paid,8500.0
PAY0001631,O001631,Cash on Delivery,Paid,8500.0
PAY0001632,O001632,Cash on Delivery,Paid,66000.0
PAY0001633,O001633,Cash on Delivery,Paid,30600.0
PAY0001634,O001634,Bank Transfer,Paid,25500.0
PAY0001635,O001635,Card,Paid,50400.0
PAY0001636,O001636,Bank Transfer,Paid,36000.0
PAY0001637,O001637,Card,Paid,45000.0
PAY0001638,O001638,Card,Paid,195900.0
PAY0001639,O001639,Card,Paid,42750.0
PAY0001640,O001640,Bank Transfer,Paid,65050.0
PAY0001641,O001641,Cash on Delivery,Paid,108000.0
PAY0001642,O001642,Card,Paid,8550.0
PAY0001643,O001643,Wallet,Paid,51300.0
PAY0001644,O001644,Cash on Delivery,Paid,7650.0
PAY0001645,O001645,Cash on Delivery,Paid,30000.0
PAY0001646,O001646,Card,Paid,48000.0
PAY0001647,O001647,Card,Paid,62700.0
PAY0001648,O001648,Card,Paid,24000.0
PAY0001649,O001649,Card,Paid,11475.0
PAY0001650,O001650,Bank Transfer,Paid,123500.0
PAY0001651,O001651,Card,Paid,48000.0
PAY0001652,O001652,Card,Paid,25500.0
PAY0001653,O001653,Card,Paid,8075.0
PAY0001654,O001654,Cash on Delivery,Paid,3600.0
PAY0001655,O001655,Card,Paid,75600.0
PAY0001656,O001656,Card,Paid,22000.0
PAY0001657,O001657,Card,Paid,12350.0
PAY0001658,O001658,Bank Transfer,Paid,18000.0
PAY0001659,O001659,Bank Transfer,Paid,16150.0
PAY0001660,O001660,Cash on Delivery,Failed,24000.0
PAY0001661,O001661,Bank Transfer,Failed,146700.0
PAY0001662,O001662,Bank Transfer,Paid,20400.0
PAY0001663,O001663,Card,Paid,203500.0
PAY0001664,O001664,Bank Transfer,Pending,121400.0
PAY0001665,O001665,Card,Paid,15300.0
PAY0001666,O001666,Wallet,Paid,50400.0
PAY0001667,O001667,Cash on Delivery,Paid,14250.0
PAY0001668,O001668,Bank Transfer,Paid,29400.0
PAY0001669,O001669,Cash on Delivery,Pending,7650.0
PAY0001670,O001670,Card,Paid,13000.0
PAY0001671,O001671,Cash on Delivery,Paid,43200.0
PAY0001672,O001672,Card,Paid,140400.0
PAY0001673,O001673,Cash on Delivery,Paid,27000.0
PAY0001674,O001674,Card,Paid,7500.0
PAY0001675,O001675,Bank Transfer,Paid,21600.0
PAY0001676,O001676,Card,Paid,48000.0
PAY0001677,O001677,Cash on Delivery,Paid,49400.0
PAY0001678,O001678,Bank Transfer,Paid,8500.0
PAY0001679,O001679,Cash on Delivery,Paid,30000.0
PAY0001680,O001680,Cash on Delivery,Paid,51300.0
PAY0001681,O001681,Cash on Delivery,Paid,6750.0
PAY0001682,O001682,Cash on Delivery,Paid,6175.0
PAY0001683,O001683,Card,Paid,88400.0
PAY0001684,O001684,Bank Transfer,Paid,93600.0
PAY0001685,O001685,Wallet,Paid,44200.0
PAY0001686,O001686,Bank Transfer,Paid,16150.0
PAY0001687,O001687,Bank Transfer,Paid,56000.0
PAY0001688,O001688,Bank Transfer,Paid,62700.0
PAY0001689,O001689,Card,Paid,2250.0
PAY0001690,O001690,Card,Paid,44000.0
PAY0001691,O001691,Cash on Delivery,Paid,4500.0
PAY0001692,O001692,Card,Paid,15300.0
PAY0001693,O001693,Card,Paid,12825.0
PAY0001694,O001694,Card,Paid,37400.0
PAY0001695,O001695,Cash on Delivery,Paid,12000.0
PAY0001696,O001696,Cash on Delivery,Paid,40950.0
PAY0001697,O001697,Card,Paid,205600.0
PAY0001698,O001698,Card,Paid,1050.0
PAY0001699,O001699,Bank Transfer,Paid,15300.0
PAY0001700,O001700,Cash on Delivery,Paid,44000.0
PAY0001701,O001701,Bank Transfer,Paid,51300.0
PAY0001702,O001702,Card,Paid,121600.0
PAY0001703,O001703,Cash on Delivery,Paid,179500.0
PAY0001704,O001704,Card,Paid,64000.0
PAY0001705,O001705,Wallet,Paid,235800.0
PAY0001706,O001706,Wallet,Paid,108500.0
PAY0001707,O001707,Card,Paid,17340.0
PAY0001708,O001708,Card,Pending,64800.0
PAY0001709,O001709,Card,Paid,136500.0
PAY0001710,O001710,Card,Paid,18000.0
PAY0001711,O001711,Cash on Delivery,Paid,79000.0
PAY0001712,O001712,Card,Paid,45600.0
PAY0001713,O001713,Card,Paid,69400.0
PAY0001714,O001714,Card,Paid,44200.0
PAY0001715,O001715,Bank Transfer,Paid,4500.0
PAY0001716,O001716,Card,Paid,34200.0
PAY0001717,O001717,Card,Paid,15300.0
PAY0001718,O001718,Card,Paid,25200.0
PAY0001719,O001719,Card,Paid,28000.0
PAY0001720,O001720,Card,Paid,8075.0
PAY0001721,O001721,Bank Transfer,Paid,25200.0
PAY0001722,O001722,Wallet,Pending,64800.0
PAY0001723,O001723,Card,Paid,156000.0
PAY0001724,O001724,Card,Paid,2125.0
PAY0001725,O001725,Card,Paid,2250.0
PAY0001726,O001726,Card,Paid,211800.0
PAY0001727,O001727,Bank Transfer,Paid,52200.0
PAY0001728,O001728,Cash on Delivery,Paid,3825.0
PAY0001729,O001729,Card,Paid,14250.0
PAY0001730,O001730,Card,Paid,13000.0
PAY0001731,O001731,Card,Paid,140400.0
PAY0001732,O001732,Card,Paid,8075.0
PAY0001733,O001733,Cash on Delivery,Paid,66000.0
PAY0001734,O001734,Cash on Delivery,Paid,46800.0
PAY0001735,O001735,Card,Paid,24225.0
PAY0001736,O001736,Card,Paid,76800.0
PAY0001737,O001737,Bank Transfer,Paid,110500.0
PAY0001738,O001738,Cash on Delivery,Paid,54000.0
PAY0001739,O001739,Card,Paid,9000.0
PAY0001740,O001740,Cash on Delivery,Paid,30650.0
PAY0001741,O001741,Bank Transfer,Paid,28500.0
PAY0001742,O001742,Card,Paid,66000.0
PAY0001743,O001743,Bank Transfer,Paid,13000.0
PAY0001744,O001744,Bank Transfer,Pending,30600.0
PAY0001745,O001745,Card,Paid,76900.0
PAY0001746,O001746,Wallet,Failed,21600.0
PAY0001747,O001747,Card,Paid,86925.0
PAY0001748,O001748,Card,Paid,24650.0
PAY0001749,O001749,Bank Transfer,Paid,9000.0
PAY0001750,O001750,Card,Pending,17550.0
PAY0001751,O001751,Card,Paid,95800.0
PAY0001752,O001752,Cash on Delivery,Paid,28800.0
PAY0001753,O001753,Cash on Delivery,Paid,69100.0
PAY0001754,O001754,Card,Paid,20900.0
PAY0001755,O001755,Bank Transfer,Paid,15300.0
PAY0001756,O001756,Card,Paid,25500.0
PAY0001757,O001757,Card,Paid,17550.0
PAY0001758,O001758,Cash on Delivery,Paid,44000.0
PAY0001759,O001759,Bank Transfer,Paid,28800.0
PAY0001760,O001760,Cash on Delivery,Paid,23800.0
PAY0001761,O001761,Cash on Delivery,Paid,12000.0
PAY0001762,O001762,Wallet,Paid,55350.0
PAY0001763,O001763,Card,Pending,66400.0
PAY0001764,O001764,Cash on Delivery,Paid,24000.0
PAY0001765,O001765,Cash on Delivery,Paid,45900.0
PAY0001766,O001766,Wallet,Paid,4500.0
PAY0001767,O001767,Bank Transfer,Paid,24000.0
PAY0001768,O001768,Card,Paid,16150.0
PAY0001769,O001769,Bank Transfer,Paid,14400.0
PAY0001770,O001770,Cash on Delivery,Paid,123500.0
PAY0001771,O001771,Bank Transfer,Paid,22800.0
PAY0001772,O001772,Card,Paid,5850.0
PAY0001773,O001773,Wallet,Paid,34200.0
PAY0001774,O001774,Bank Transfer,Paid,14250.0
PAY0001775,O001775,Bank Transfer,Paid,21675.0
PAY0001776,O001776,Bank Transfer,Paid,13500.0
PAY0001777,O001777,Card,Failed,32400.0
PAY0001778,O001778,Bank Transfer,Paid,10200.0
PAY0001779,O001779,Cash on Delivery,Paid,6175.0
PAY0001780,O001780,Cash on Delivery,Paid,103400.0
PAY0001781,O001781,Card,Paid,44550.0
PAY0001782,O001782,Card,Paid,8075.0
PAY0001783,O001783,Cash on Delivery,Paid,66000.0
PAY0001784,O001784,Card,Paid,4500.0
PAY0001785,O001785,Wallet,Paid,7500.0
PAY0001786,O001786,Cash on Delivery,Paid,28000.0
PAY0001787,O001787,Card,Paid,40500.0
PAY0001788,O001788,Card,Paid,18000.0
PAY0001789,O001789,Card,Paid,4500.0
PAY0001790,O001790,Card,Paid,53200.0
PAY0001791,O001791,Card,Paid,7225.0
PAY0001792,O001792,Cash on Delivery,Paid,36000.0
PAY0001793,O001793,Bank Transfer,Failed,37000.0
PAY0001794,O001794,Bank Transfer,Paid,8500.0
PAY0001795,O001795,Cash on Delivery,Paid,58950.0
PAY0001796,O001796,Cash on Delivery,Paid,19375.0
PAY0001797,O001797,Card,Paid,195000.0
PAY0001798,O001798,Bank Transfer,Paid,28000.0
PAY0001799,O001799,Card,Paid,46375.0
PAY0001800,O001800,Cash on Delivery,Paid,3825.0
PAY0001801,O001801,Bank Transfer,Paid,26600.0
PAY0001802,O001802,Card,Paid,11400.0
PAY0001803,O001803,Cash on Delivery,Paid,84000.0
PAY0001804,O001804,Wallet,Paid,57750.0
PAY0001805,O001805,Cash on Delivery,Paid,12350.0
PAY0001806,O001806,Cash on Delivery,Paid,195000.0
PAY0001807,O001807,Card,Paid,56000.0
PAY0001808,O001808,Card,Paid,212000.0
PAY0001809,O001809,Card,Paid,25500.0
PAY0001810,O001810,Bank Transfer,Paid,68200.0
PAY0001811,O001811,Card,Paid,22000.0
PAY0001812,O001812,Card,Paid,20900.0
PAY0001813,O001813,Card,Paid,59775.0
PAY0001814,O001814,Cash on Delivery,Paid,28500.0
PAY0001815,O001815,Card,Paid,2375.0
PAY0001816,O001816,Card,Paid,63250.0
PAY0001817,O001817,Card,Paid,237750.0
PAY0001818,O001818,Bank Transfer,Paid,13000.0
PAY0001819,O001819,Card,Paid,40500.0
PAY0001820,O001820,Card,Paid,12000.0
PAY0001821,O001821,Cash on Delivery,Failed,110500.0
PAY0001822,O001822,Card,Pending,72450.0
PAY0001823,O001823,Bank Transfer,Paid,6175.0
PAY0001824,O001824,Cash on Delivery,Paid,32400.0
PAY0001825,O001825,Cash on Delivery,Failed,17675.0
PAY0001826,O001826,Card,Paid,24225.0
PAY0001827,O001827,Card,Paid,17600.0
PAY0001828,O001828,Bank Transfer,Paid,61050.0
PAY0001829,O001829,Card,Paid,126700.0
PAY0001830,O001830,Cash on Delivery,Paid,15300.0
PAY0001831,O001831,Cash on Delivery,Paid,22000.0
PAY0001832,O001832,Card,Paid,161000.0
PAY0001833,O001833,Cash on Delivery,Paid,118050.0
PAY0001834,O001834,Cash on Delivery,Paid,-10200.0
PAY0001835,O001835,Wallet,Paid,16150.0
PAY0001836,O001836,Card,Paid,24000.0
PAY0001837,O001837,Card,Paid,19500.0
PAY0001838,O001838,Card,Paid,13500.0
PAY0001839,O001839,Card,Paid,4250.0
PAY0001840,O001840,Wallet,Paid,9000.0
PAY0001841,O001841,Cash on Delivery,Paid,9000.0
PAY0001842,O001842,Card,Paid,136000.0
PAY0001843,O001843,Card,Failed,5850.0
PAY0001844,O001844,Cash on Delivery,Paid,23800.0
PAY0001845,O001845,Card,Paid,68250.0
PAY0001846,O001846,Card,Paid,18000.0
PAY0001847,O001847,Cash on Delivery,Paid,150700.0
PAY0001848,O001848,Cash on Delivery,Paid,9000.0
PAY0001849,O001849,Card,Failed,34350.0
PAY0001850,O001850,Cash on Delivery,Paid,32400.0
PAY0001851,O001851,Cash on Delivery,Paid,54000.0
PAY0001852,O001852,Cash on Delivery,Paid,71400.0
PAY0001853,O001853,Card,Paid,17550.0
PAY0001854,O001854,Bank Transfer,Paid,45000.0
PAY0001855,O001855,Cash on Delivery,Paid,18000.0
PAY0001856,O001856,Card,Pending,13000.0
PAY0001857,O001857,Cash on Delivery,Paid,32400.0
PAY0001858,O001858,Cash on Delivery,Paid,130000.0
PAY0001859,O001859,Bank Transfer,Paid,36000.0
PAY0001860,O001860,Cash on Delivery,Paid,90500.0
PAY0001861,O001861,Card,Paid,45600.0
PAY0001862,O001862,Card,Paid,27000.0
PAY0001863,O001863,Card,Paid,57475.0
PAY0001864,O001864,Card,Paid,65000.0
PAY0001865,O001865,Cash on Delivery,Paid,22000.0
PAY0001866,O001866,Cash on Delivery,Paid,30000.0
PAY0001867,O001867,Card,Pending,4275.0
PAY0001868,O001868,Bank Transfer,Paid,42750.0
PAY0001869,O001869,Wallet,Paid,8100.0
PAY0001870,O001870,Cash on Delivery,Paid,15300.0
PAY0001871,O001871,Cash on Delivery,Pending,41600.0
PAY0001872,O001872,Card,Paid,84000.0
PAY0001873,O001873,Bank Transfer,Paid,195000.0
PAY0001874,O001874,Card,Paid,12000.0
PAY0001875,O001875,Cash on Delivery,Paid,19500.0
PAY0001876,O001876,Cash on Delivery,Paid,24225.0
PAY0001877,O001877,Card,Paid,13500.0
PAY0001878,O001878,Card,Paid,148200.0
PAY0001879,O001879,Cash on Delivery,Paid,44000.0
PAY0001880,O001880,Card,Paid,61750.0
PAY0001881,O001881,Card,Paid,41800.0
PAY0001882,O001882,Wallet,Paid,34750.0
PAY0001883,O001883,Cash on Delivery,Paid,17000.0
PAY0001884,O001884,Cash on Delivery,Paid,161800.0
PAY0001885,O001885,Card,Failed,30000.0
PAY0001886,O001886,Card,Paid,8075.0
PAY0001887,O001887,Card,Paid,102000.0
PAY0001888,O001888,Card,Paid,6175.0
PAY0001889,O001889,Card,Paid,28500.0
PAY0001890,O001890,Wallet,Paid,21600.0
PAY0001891,O001891,Card,Paid,54000.0
PAY0001892,O001892,Card,Paid,117000.0
PAY0001893,O001893,Bank Transfer,Paid,13000.0
PAY0001894,O001894,Bank Transfer,Paid,24225.0
PAY0001895,O001895,Wallet,Paid,16200.0
PAY0001896,O001896,Card,Paid,6750.0
PAY0001897,O001897,Card,Paid,13000.0
PAY0001898,O001898,Bank Transfer,Paid,56000.0
PAY0001899,O001899,Bank Transfer,Paid,33750.0
PAY0001900,O001900,Card,Paid,21675.0
PAY0001901,O001901,Wallet,Paid,29050.0
PAY0001902,O001902,Bank Transfer,Paid,4050.0
PAY0001903,O001903,Card,Paid,15300.0
PAY0001904,O001904,Cash on Delivery,Paid,130000.0
PAY0001905,O001905,Card,Paid,27000.0
PAY0001906,O001906,Card,Paid,22325.0
PAY0001907,O001907,Card,Paid,84000.0
PAY0001908,O001908,Card,Paid,79800.0
PAY0001909,O001909,Card,Paid,6500.0
PAY0001910,O001910,Cash on Delivery,Paid,7650.0
PAY0001911,O001911,Bank Transfer,Failed,3825.0
PAY0001912,O001912,Card,Paid,30000.0
PAY0001913,O001913,Card,Paid,16200.0
PAY0001914,O001914,Cash on Delivery,Paid,46800.0
PAY0001915,O001915,Card,Paid,156000.0
PAY0001916,O001916,Card,Paid,17000.0
PAY0001917,O001917,Card,Paid,9000.0
PAY0001918,O001918,Cash on Delivery,Paid,55250.0
PAY0001919,O001919,Wallet,Paid,21675.0
PAY0001920,O001920,Cash on Delivery,Failed,61800.0
PAY0001921,O001921,Cash on Delivery,Paid,66000.0
PAY0001922,O001922,Bank Transfer,Paid,168500.0
PAY0001923,O001923,Wallet,Paid,28500.0
PAY0001924,O001924,Cash on Delivery,Paid,4250.0
PAY0001925,O001925,Card,Paid,65000.0
PAY0001926,O001926,Card,Paid,46950.0
PAY0001927,O001927,Card,Paid,25500.0
PAY0001928,O001928,Card,Paid,99300.0
PAY0001929,O001929,Cash on Delivery,Paid,42750.0
PAY0001930,O001930,Cash on Delivery,Paid,56000.0
PAY0001931,O001931,Cash on Delivery,Paid,19200.0
PAY0001932,O001932,Card,Paid,50500.0
PAY0001933,O001933,Bank Transfer,Paid,56100.0
PAY0001934,O001934,Card,Paid,58500.0
PAY0001935,O001935,Cash on Delivery,Paid,19575.0
PAY0001936,O001936,Cash on Delivery,Paid,10400.0
PAY0001937,O001937,Cash on Delivery,Paid,6500.0
PAY0001938,O001938,Card,Paid,13000.0
PAY0001939,O001939,Cash on Delivery,Paid,46500.0
PAY0001940,O001940,Wallet,Paid,28000.0
PAY0001941,O001941,Bank Transfer,Paid,58250.0
PAY0001942,O001942,Card,Paid,73000.0
PAY0001943,O001943,Card,Paid,45900.0
PAY0001944,O001944,Bank Transfer,Paid,25200.0
PAY0001945,O001945,Card,Paid,59400.0
PAY0001946,O001946,Cash on Delivery,Paid,66000.0
PAY0001947,O001947,Wallet,Paid,4275.0
PAY0001948,O001948,Card,Paid,156000.0
PAY0001949,O001949,Card,Paid,4500.0
PAY0001950,O001950,Cash on Delivery,Paid,124500.0
PAY0001951,O001951,Card,Paid,13500.0
PAY0001952,O001952,Cash on Delivery,Paid,130000.0
PAY0001953,O001953,Card,Pending,21600.0
PAY0001954,O001954,Cash on Delivery,Paid,85500.0
PAY0001955,O001955,Card,Paid,66000.0
PAY0001956,O001956,Card,Paid,16575.0
PAY0001957,O001957,Card,Paid,14250.0
PAY0001958,O001958,Card,Paid,83400.0
PAY0001959,O001959,Wallet,Paid,42750.0
PAY0001960,O001960,Card,Paid,22000.0
PAY0001961,O001961,Card,Paid,12750.0
PAY0001962,O001962,Cash on Delivery,Paid,6500.0
PAY0001963,O001963,Cash on Delivery,Paid,-6175.0
PAY0001964,O001964,Wallet,Paid,119600.0
PAY0001965,O001965,Card,Paid,4050.0
PAY0001966,O001966,Cash on Delivery,Paid,9000.0
PAY0001967,O001967,Card,Paid,130000.0
PAY0001968,O001968,Cash on Delivery,Paid,25500.0
PAY0001969,O001969,Cash on Delivery,Paid,8500.0
PAY0001970,O001970,Card,Paid,11700.0
PAY0001971,O001971,Cash on Delivery,Paid,15000.0
PAY0001972,O001972,Bank Transfer,Paid,43650.0
PAY0001973,O001973,Wallet,Paid,169600.0
PAY0001974,O001974,Card,Paid,7500.0
PAY0001975,O001975,Card,Paid,141500.0
PAY0001976,O001976,Cash on Delivery,Paid,132600.0
PAY0001977,O001977,Card,Paid,54000.0
PAY0001978,O001978,Bank Transfer,Paid,91500.0
PAY0001979,O001979,Bank Transfer,Paid,25500.0
PAY0001980,O001980,Card,Paid,9000.0
PAY0001981,O001981,Cash on Delivery,Pending,84000.0
PAY0001982,O001982,Card,Paid,28000.0
PAY0001983,O001983,Bank Transfer,Paid,50400.0
PAY0001984,O001984,Cash on Delivery,Paid,56000.0
PAY0001985,O001985,Wallet,Paid,50400.0
PAY0001986,O001986,Card,Paid,40800.0
PAY0001987,O001987,Cash on Delivery,Paid,24225.0
PAY0001988,O001988,Cash on Delivery,Paid,24000.0
