order_id,customer_id,order_date,status,sales_channel,shipping_city
O002068,C0028,2026-02-22,Delivered,Website,Lahore
O002069,C0543,2026-01-30,Delivered,Website,Peshawar
O002070,C0475,2026-03-08,Delivered,Website,Lahore
O002071,C0157,2026-02-05,Delivered,Mobile App,Islamabad
O002072,C0255,2026-04-08,Delivered,Website,Karachi
O002073,C0291,2026-03-22,Delivered,Website,Karachi
O002074,C0149,2026-05-09,Delivered,Mobile App,Karachi
O002075,C0254,2026-05-11,Delivered,Website,Peshawar
O002076,C0209,2026-01-01,Delivered,Marketplace,Multan
O002077,C0417,2026-01-31,Delivered,Website,Karachi
O002078,C0455,2026-02-09,Delivered,Website,Karachi
O002079,C0060,2026-02-17,Shipped,Marketplace,Karachi
O002080,C0280,2026-01-23,Delivered,Mobile App,Rawalpindi
O002081,C0595,2026-03-18,Delivered,Mobile App,Lahore
O002082,C0522,2026-05-14,Delivered,Website,Lahore
O002083,C0477,2026-03-17,Cancelled,Website,Karachi
O002084,C0441,2026-03-21,Delivered,Mobile App,Karachi
O002085,C0003,2026-04-25,Delivered,Website,Multan
O002086,C0585,2026-05-14,Delivered,Mobile App,Islamabad
O002087,C0442,2026-03-22,Delivered,Website,Karachi
O002088,C0534,2026-02-23,Delivered,Website,Karachi
O002089,C0546,2026-04-10,Delivered,Website,Karachi
O002090,C0153,2026-01-06,Delivered,Mobile App,Karachi
O002091,C0009,2026-04-30,Delivered,Website,Karachi
O002092,C0396,2026-08-17,Returned,Marketplace,Rawalpindi
O002093,C0276,2026-04-07,Delivered,Website,Karachi
O002094,C0013,2026-01-27,Cancelled,Website,Lahore
O002095,C0163,2026-06-21,Shipped,Website,Lahore
O002096,C0595,2026-01-31,Shipped,Mobile App,Karachi
O002097,C0219,2026-02-17,Delivered,Mobile App,Lahore
O002098,C0157,2026-02-05,Delivered,Mobile App,Peshawar
O002099,C0393,2026-08-03,Delivered,Website,Karachi
O002100,C0399,2026-08-27,Delivered,Mobile App,Peshawar
O002101,C0200,2026-05-19,Delivered,Website,Karachi
O002102,C0510,2026-05-31,Delivered,Mobile App,Karachi
O002103,C0349,2026-06-06,Delivered,Mobile App,Karachi
O002104,C0097,2026-05-29,Delivered,Website,Islamabad
O002105,C0195,2026-05-13,Delivered,Mobile App,Lahore
O002106,C0509,2026-08-28,Delivered,Mobile App,Rawalpindi
O002107,C0054,2026-06-28,Delivered,Website,Karachi
O002108,C0008,2026-01-22,Delivered,Website,Islamabad
O002109,C0394,2026-04-06,Delivered,Website,Karachi
O002110,C0266,2026-08-25,Delivered,Mobile App,Karachi
O002111,C0152,2026-04-09,Delivered,Mobile App,Islamabad
O002112,C0284,2026-02-19,Delivered,Website,Karachi
O002113,C0111,2026-07-31,Delivered,Website,Lahore
O002114,C0225,2026-06-01,Delivered,Website,Lahore
O002115,C0141,2026-05-17,Shipped,Website,Rawalpindi
O002116,C0352,2026-04-13,Shipped,Website,Rawalpindi
O002117,C0405,2026-01-31,Delivered,Website,Karachi
O002118,C0549,2026-04-04,Delivered,Website,Karachi
O002119,C0041,2026-04-17,Delivered,Mobile App,Lahore
O002120,C0197,2026-08-15,Delivered,Mobile App,Karachi
O002121,C0159,2026-03-16,Delivered,Website,Karachi
O002122,C0348,2026-02-06,Cancelled,Mobile App,Karachi
O002123,C0320,2026-04-14,Delivered,Website,Lahore
O002124,C0527,2026-08-31,Delivered,Website,Lahore
O002125,C0552,2026-04-28,Delivered,Marketplace,Karachi
O002126,C0464,2026-04-03,Shipped,Mobile App,Karachi
O002127,C0120,2026-06-12,Delivered,Website,Karachi
O002128,C0025,2026-06-07,Delivered,Website,Karachi
O002129,C0540,2026-03-14,Delivered,Mobile App,Rawalpindi
O002130,C0566,2026-08-24,Delivered,Website,Karachi
O002131,C0151,2026-05-25,Delivered,Marketplace,Karachi
O002132,C0028,2026-01-14,Cancelled,Website,Peshawar
O002133,C0409,2026-04-10,Delivered,Website,Lahore
O002134,C0354,2026-08-13,Delivered,Mobile App,Karachi
O002135,C0534,2026-04-06,Delivered,Mobile App,Rawalpindi
O002136,C0346,2026-05-18,Delivered,Website,Islamabad
O002137,C0457,2026-05-29,Cancelled,Marketplace,Multan
O002138,C0472,2026-06-21,Delivered,Marketplace,Peshawar
O002139,C0006,2026-07-31,Delivered,Website,Rawalpindi
O002140,C0090,2026-02-06,Delivered,Website,Karachi
O002141,C0469,2026-05-06,Delivered,Website,Lahore
O002142,C0108,2026-05-10,Shipped,Mobile App,Karachi
O002143,C0124,2026-02-07,Delivered,Mobile App,Lahore
O002144,C0452,2026-06-13,Delivered,Website,Multan
O002145,C0123,2026-01-29,Cancelled,Marketplace,Karachi
O002146,C0090,2026-04-21,Delivered,Website,Peshawar
O002147,C0009,2026-03-22,Delivered,Mobile App,Lahore
O002148,C0282,2026-02-07,Delivered,Mobile App,Karachi
O002149,C0383,2026-07-19,Delivered,Website,Peshawar
O002150,C0439,2026-03-01,Delivered,Website,Lahore
O002151,C0544,2026-03-04,Delivered,Website,Lahore
O002152,C0391,2026-07-27,Delivered,Marketplace,Lahore
O002153,C0454,2026-08-02,Delivered,Website,Karachi
O002154,C0127,2026-01-09,Delivered,Mobile App,Karachi
O002155,C0205,2026-03-09,Delivered,Website,Islamabad
O002156,C0183,2026-06-22,Delivered,Website,Multan
O002157,C0040,2026-07-09,Delivered,Marketplace,Rawalpindi
O002158,C0582,2026-08-31,Delivered,Website,Peshawar
O002159,C0145,2026-05-15,Delivered,Mobile App,Peshawar
O002160,C0270,2026-01-02,Delivered,Website,Karachi
O002161,C0215,2026-08-01,Delivered,Website,Rawalpindi
O002162,C0027,2026-02-09,Delivered,Website,Rawalpindi
O002163,C0543,2026-01-30,Delivered,Website,Karachi
O002164,C0132,2026-06-13,Delivered,Mobile App,Lahore
O002165,C0061,2026-05-27,Delivered,Website,Rawalpindi
O002166,C0206,2026-01-15,Delivered,Website,Multan
O002167,C0087,2026-02-11,Delivered,Website,Multan
O002168,C0600,2026-05-24,Delivered,Mobile App,Lahore
O002169,C0114,2026-03-04,Delivered,Mobile App,Rawalpindi
O002170,C0182,2026-06-16,Delivered,Mobile App,Lahore
O002171,C0163,2026-04-11,Delivered,Marketplace,Peshawar
O002172,C0016,2026-05-23,Delivered,Website,Islamabad
O002173,C0008,2026-04-26,Delivered,Website,Multan
O002174,C0308,2026-03-30,Delivered,Mobile App,Multan
O002175,C0140,2026-03-25,Shipped,Website,Karachi
O002176,C0051,2026-06-19,Delivered,Mobile App,Multan
O002177,C0175,2026-05-05,Delivered,Mobile App,Rawalpindi
O002178,C0165,2026-05-25,Delivered,Website,Karachi
O002179,C0255,2026-05-21,Delivered,Marketplace,Karachi
O002180,C0596,2026-02-20,Delivered,Website,Islamabad
O002181,C0185,2026-08-10,Delivered,Mobile App,Karachi
O002182,C0423,2026-05-17,Delivered,Website,Karachi
O002183,C0462,2026-06-24,Delivered,Mobile App,Lahore
O002184,C0031,2026-08-03,Delivered,Website,Karachi
O002185,C0301,2026-08-13,Delivered,Marketplace,Lahore
O002186,C0270,2026-06-12,Delivered,Marketplace,Peshawar
O002187,C0305,2026-07-11,Delivered,Mobile App,Karachi
O002188,C0103,2026-04-25,Delivered,Mobile App,Islamabad
O002189,C0280,2026-06-29,Delivered,Mobile App,Karachi
O002190,C0074,2026-03-20,Returned,Mobile App,Peshawar
O002191,C0568,2026-06-22,Delivered,Mobile App,Lahore
O002192,C0353,2026-01-21,Delivered,Mobile App,Peshawar
O002193,C0021,2026-08-11,Delivered,Marketplace,Rawalpindi
O002194,C0304,2026-03-01,Delivered,Mobile App,Peshawar
O002195,C0556,2026-06-09,Delivered,Website,Lahore
O002196,C0446,2026-01-03,Delivered,Marketplace,Lahore
O002197,C0164,2026-02-07,Delivered,Website,Karachi
O002198,C0536,2026-08-28,Delivered,Website,Lahore
O002199,C0112,2026-07-22,Delivered,Marketplace,Lahore
O002200,C0149,2026-02-24,Delivered,Website,Islamabad
O002201,C0093,2026-02-01,Delivered,Website,Karachi
O002202,C0554,2026-07-18,Delivered,Mobile App,Lahore
O002203,C0431,2026-08-29,Delivered,Mobile App,Lahore
O002204,C0311,2026-02-10,Delivered,Website,Islamabad
O002205,C0401,2026-06-11,Delivered,Mobile App,Islamabad
O002206,C0156,2026-03-10,Delivered,Website,Lahore
O002207,C0043,2026-06-30,Delivered,Website,Lahore
O002208,C0508,2026-04-12,Delivered,Website,Lahore
O002209,C0579,2026-01-31,Delivered,Website,Rawalpindi
O002210,C0022,2026-03-20,Delivered,Marketplace,Peshawar
O002211,C0032,2026-05-11,Delivered,Mobile App,Karachi
O002212,C0336,2026-07-13,Delivered,Mobile App,Karachi
O002213,C0026,2026-01-06,Delivered,Marketplace,Islamabad
O002214,C0433,2026-08-21,Delivered,Marketplace,Rawalpindi
O002215,C0568,2026-06-07,Delivered,Mobile App,Karachi
O002216,C0168,2026-08-01,Delivered,Website,Lahore
O002217,C0177,2026-08-15,Delivered,Mobile App,Karachi
O002218,C0519,2026-02-07,Delivered,Mobile App,Rawalpindi
O002219,C0214,2026-01-23,Delivered,Website,Karachi
O002220,C0145,2026-07-08,Shipped,Website,Rawalpindi
O002221,C0051,2026-02-15,Delivered,Website,Islamabad
O002222,C0504,2026-02-05,Delivered,Website,Peshawar
O002223,C0556,2026-04-24,Delivered,Mobile App,Multan
O002224,C0048,2026-08-10,Delivered,Mobile App,Lahore
O002225,C0482,2026-07-13,Delivered,Website,Rawalpindi
O002226,C0096,2026-05-06,Delivered,Website,Rawalpindi
O002227,C0084,2026-02-17,Delivered,Marketplace,Peshawar
O002228,C0229,2026-03-23,Delivered,Website,Lahore
O002229,C0263,2026-06-17,Delivered,Website,Karachi
O002230,C0513,2026-02-08,Delivered,Mobile App,Multan
O002231,C0420,2026-05-08,Cancelled,Mobile App,Karachi
O002232,C0087,2026-01-03,Delivered,Mobile App,Multan
O002233,C0351,2026-03-20,Delivered,Mobile App,Karachi
O002234,C0526,2026-03-02,Delivered,Website,Lahore
O002235,C0398,2026-06-15,Delivered,Marketplace,Multan
O002236,C0138,2026-08-11,Delivered,Mobile App,Islamabad
O002237,C0078,2026-02-05,Delivered,Mobile App,Islamabad
O002238,C0272,2026-07-13,Delivered,Website,Karachi
O002239,C0284,2026-06-09,Delivered,Mobile App,Karachi
O002240,C0212,2026-08-24,Delivered,Website,Karachi
O002241,C0066,2026-08-10,Delivered,Website,Islamabad
O002242,C0071,2026-01-25,Delivered,Mobile App,Lahore
O002243,C0318,2026-06-30,Shipped,Mobile App,Karachi
O002244,C0567,2026-05-24,Delivered,Website,Lahore
O002245,C0359,2026-01-28,Cancelled,Marketplace,Multan
O002246,C0263,2026-03-04,Cancelled,Website,Peshawar
O002247,C0559,2026-08-14,Delivered,Mobile App,Lahore
O002248,C0415,2026-05-12,Delivered,Website,Multan
O002249,C0431,2026-03-24,Delivered,Website,Lahore
O002250,C0346,2026-03-19,Delivered,Marketplace,Karachi
O002251,C0458,2026-07-23,Delivered,Website,Lahore
O002252,C0302,2026-03-10,Delivered,Marketplace,Peshawar
O002253,C0374,2026-02-08,Delivered,Website,Karachi
O002254,C0370,2026-05-20,Shipped,Mobile App,Karachi
O002255,C0452,2026-08-30,Delivered,Website,Multan
O002256,C0540,2026-02-14,Shipped,Mobile App,Rawalpindi
O002257,C0177,2026-03-04,Delivered,Marketplace,Rawalpindi
O002258,C0420,2026-04-24,Delivered,Mobile App,Rawalpindi
O002259,C0019,2026-02-18,Delivered,Website,Islamabad
O002260,C0320,2026-06-08,Returned,Mobile App,Karachi
O002261,C0540,2026-03-03,Cancelled,Mobile App,Rawalpindi
O002262,C0388,2026-02-01,Shipped,Website,Karachi
O002263,C0161,2026-03-05,Delivered,Mobile App,Karachi
O002264,C0364,2026-08-15,Delivered,Mobile App,Multan
O002265,C0215,2026-08-16,Delivered,Mobile App,Karachi
O002266,C0260,2026-05-03,Shipped,Website,Karachi
O002267,C0137,2026-04-08,Delivered,Website,Karachi
O002268,C0375,2026-07-19,Delivered,Marketplace,Peshawar
O002269,C0120,2026-02-17,Delivered,Mobile App,Multan
O002270,C0267,2026-06-08,Delivered,Mobile App,Karachi
O002271,C0564,2026-06-15,Delivered,Marketplace,Lahore
O002272,C0455,2026-06-22,Delivered,Website,Rawalpindi
O002273,C0249,2026-02-22,Delivered,Website,Islamabad
O002274,C0582,2026-06-24,Delivered,Mobile App,Karachi
O002275,C0009,2026-05-29,Delivered,Mobile App,Karachi
O002276,C0576,2026-08-01,Delivered,Marketplace,Islamabad
O002277,C0212,2026-02-12,Delivered,Mobile App,Karachi
O002278,C0493,2026-05-30,Delivered,Website,Rawalpindi
O002279,C0569,2026-07-21,Delivered,Website,Karachi
O002280,C0362,2026-03-09,Delivered,Website,Peshawar
O002281,C0367,2026-06-30,Delivered,Marketplace,Islamabad
O002282,C0450,2026-01-25,Shipped,Website,Islamabad
O002283,C0144,2026-06-24,Delivered,Mobile App,Rawalpindi
O002284,C0107,2026-05-28,Delivered,Website,Karachi
O002285,C0207,2026-02-16,Delivered,Website,Karachi
O002286,C0288,2026-01-17,Delivered,Website,Lahore
O002287,C0446,2026-07-01,Delivered,Mobile App,Rawalpindi
O002288,C0155,2026-02-28,Cancelled,Website,Peshawar
O002289,C0339,2026-05-01,Delivered,Marketplace,Lahore
O002290,C0003,2026-01-15,Cancelled,Marketplace,Peshawar
O002291,C0019,2026-08-23,Delivered,Website,Karachi
O002292,C0581,2026-05-14,Delivered,Marketplace,Karachi
O002293,C0511,2026-08-15,Delivered,Website,Karachi
O002294,C0519,2026-02-08,Delivered,Website,Multan
O002295,C0198,2026-02-20,Delivered,Website,Lahore
O002296,C0309,2026-05-29,Delivered,Mobile App,Lahore
O002297,C0405,2026-05-27,Delivered,Mobile App,Rawalpindi
O002298,C0153,2026-07-12,Delivered,Website,Karachi
O002299,C0447,2026-08-14,Delivered,Mobile App,Karachi
O002300,C0416,2026-07-19,Delivered,Mobile App,Karachi
O002301,C0245,2026-02-04,Delivered,Mobile App,Karachi
O002302,C0261,2026-03-17,Delivered,Mobile App,Lahore
O002303,C0185,2026-08-11,Delivered,Mobile App,Karachi
O002304,C0483,2026-05-14,Delivered,Mobile App,Rawalpindi
O002305,C0593,2026-07-30,Delivered,Website,Peshawar
O002306,C0600,2026-05-17,Delivered,Mobile App,Multan
O002307,C0463,2026-01-13,Delivered,Website,Karachi
O002308,C0210,2026-04-25,Cancelled,Mobile App,Lahore
O002309,C0469,2026-07-20,Delivered,Mobile App,Karachi
O002310,C0147,2026-06-09,Delivered,Website,Karachi
O002311,C0538,2026-02-02,Delivered,Website,Islamabad
O002312,C0161,2026-02-21,Delivered,Mobile App,Lahore
O002313,C0242,2026-07-27,Delivered,Mobile App,Rawalpindi
O002314,C0057,2026-08-26,Delivered,Mobile App,Peshawar
O002315,C0049,2026-07-02,Delivered,Mobile App,Karachi
O002316,C0237,2026-01-24,Cancelled,Website,Multan
O002317,C0331,2026-05-31,Delivered,Website,Karachi
O002318,C0011,2026-07-21,Delivered,Mobile App,Multan
O002319,C0508,2026-06-05,Delivered,Website,Islamabad
O002320,C0069,2026-05-25,Delivered,Mobile App,Karachi
O002321,C0600,2026-04-24,Shipped,Website,Lahore
O002322,C0164,2026-03-01,Delivered,Website,Karachi
O002323,C0228,2026-03-10,Delivered,Mobile App,Peshawar
O002324,C0096,2026-07-01,Cancelled,Mobile App,Karachi
O002325,C0495,2026-01-17,Delivered,Mobile App,Peshawar
O002326,C0440,2026-01-21,Delivered,Website,Karachi
O002327,C0048,2026-04-07,Delivered,Mobile App,Multan
O002328,C0064,2026-07-08,Delivered,Mobile App,Karachi
O002329,C0366,2026-06-09,Delivered,Mobile App,Islamabad
O002330,C0520,2026-05-24,Delivered,Mobile App,Peshawar
O002331,C0066,2026-05-10,Delivered,Website,Karachi
O002332,C0133,2026-01-27,Cancelled,Mobile App,Karachi
O002333,C0328,2026-03-22,Delivered,Mobile App,Lahore
O002334,C0066,2026-01-20,Delivered,Mobile App,Islamabad
O002335,C0183,2026-07-04,Shipped,Mobile App,Peshawar
O002336,C0007,2026-07-02,Delivered,Website,Karachi
O002337,C0300,2026-03-04,Delivered,Marketplace,Peshawar
O002338,C0430,2026-03-13,Delivered,Website,Multan
O002339,C0248,2026-03-19,Delivered,Website,Rawalpindi
O002340,C0154,2026-08-05,Delivered,Mobile App,Karachi
O002341,C0255,2026-04-29,Delivered,Website,Karachi
O002342,C0306,2026-07-05,Delivered,Marketplace,Multan
O002343,C0100,2026-04-20,Delivered,Website,Rawalpindi
O002344,C0067,2026-06-19,Delivered,Website,Islamabad
O002345,C0110,2026-05-09,Delivered,Website,Multan
O002346,C0592,2026-03-09,Delivered,Website,Karachi
O002347,C0434,2026-08-01,Delivered,Website,Rawalpindi
O002348,C0076,2026-06-22,Delivered,Website,Islamabad
O002349,C0181,2026-07-06,Delivered,Website,Peshawar
O002350,C0248,2026-08-19,Delivered,Website,Rawalpindi
O002351,C0109,2026-03-02,Delivered,Website,Lahore
O002352,C0511,2026-01-23,Delivered,Website,Karachi
O002353,C0565,2026-05-22,Shipped,Website,Multan
O002354,C0147,2026-03-21,Delivered,Website,Rawalpindi
O002355,C0010,2026-04-16,Delivered,Website,Lahore
O002356,C0161,2026-02-27,Delivered,Website,Multan
O002357,C0350,2026-04-07,Delivered,Website,Karachi
O002358,C0486,2026-04-06,Returned,Website,Lahore
O002359,C0204,2026-03-27,Delivered,Marketplace,Multan
O002360,C0165,2026-06-30,Delivered,Website,Islamabad
O002361,C0150,2026-05-25,Delivered,Website,Peshawar
O002362,C0002,2026-04-26,Delivered,Mobile App,Multan
O002363,C0009,2026-01-28,Delivered,Mobile App,Lahore
O002364,C0257,2026-05-19,Delivered,Website,Karachi
O002365,C0371,2026-02-12,Delivered,Mobile App,Peshawar
O002366,C0008,2026-03-18,Delivered,Mobile App,Lahore
O002367,C0121,2026-04-11,Delivered,Marketplace,Lahore
O002368,C0546,2026-02-04,Delivered,Marketplace,Lahore
O002369,C0595,2026-04-05,Delivered,Mobile App,Karachi
O002370,C0386,2026-03-06,Delivered,Mobile App,Karachi
O002371,C0314,2026-07-26,Delivered,Website,Islamabad
O002372,C0350,2026-07-28,Delivered,Marketplace,Peshawar
O002373,C0223,2026-01-02,Cancelled,Mobile App,Lahore
O002374,C0121,2026-05-27,Delivered,Website,Karachi
O002375,C0226,2026-06-05,Delivered,Website,Lahore
O002376,C0420,2026-04-02,Delivered,Mobile App,Rawalpindi
O002377,C0398,2026-04-24,Delivered,Mobile App,Karachi
O002378,C0407,2026-07-11,Cancelled,Mobile App,Lahore
O002379,C0366,2026-04-02,Delivered,Website,Rawalpindi
O002380,C0037,2026-01-16,Delivered,Mobile App,Lahore
O002381,C0376,2026-04-01,Delivered,Website,Islamabad
O002382,C0529,2026-03-03,Delivered,Mobile App,Multan
O002383,C0390,2026-04-04,Delivered,Website,Karachi
O002384,C0348,2026-02-25,Delivered,Website,Karachi
O002385,C0135,2026-02-06,Delivered,Website,Karachi
O002386,C0476,2026-08-28,Delivered,Website,Rawalpindi
O002387,C0271,2026-02-01,Delivered,Website,Multan
O002388,C0158,2026-06-21,Shipped,Mobile App,Rawalpindi
O002389,C0294,2026-06-24,Delivered,Website,Multan
O002390,C0074,2026-05-31,Delivered,Mobile App,Rawalpindi
O002391,C0556,2026-08-10,Delivered,Mobile App,Karachi
O002392,C0422,2026-01-02,Shipped,Website,Karachi
O002393,C0196,2026-03-15,Delivered,Marketplace,Islamabad
O002394,C0477,2026-02-14,Delivered,Mobile App,Islamabad
O002395,C0033,2026-05-21,Delivered,Mobile App,Lahore
O002396,C0232,2026-06-04,Delivered,Mobile App,Lahore
O002397,C0391,2026-08-07,Delivered,Mobile App,Lahore
O002398,C0015,2026-04-03,Shipped,Marketplace,Karachi
O002399,C0426,2026-02-27,Delivered,Website,Islamabad
O002400,C0491,2026-08-13,Delivered,Website,Rawalpindi
O002401,C0357,2026-06-13,Delivered,Mobile App,Peshawar
O002402,C0124,2026-07-05,Delivered,Website,Karachi
O002403,C0450,2026-04-19,Delivered,Mobile App,Peshawar
O002404,C0204,2026-04-19,Delivered,Website,Karachi
O002405,C0442,2026-04-05,Delivered,Website,Karachi
O002406,C0377,2026-07-02,Delivered,Marketplace,Peshawar
O002407,C0057,2026-02-21,Delivered,Website,Multan
O002408,C0060,2026-08-26,Delivered,Website,Multan
O002409,C0010,2026-02-12,Delivered,Mobile App,Karachi
O002410,C0044,2026-04-23,Cancelled,Mobile App,Karachi
O002411,C0180,2026-03-18,Delivered,Mobile App,Rawalpindi
O002412,C0016,2026-06-06,Delivered,Website,Peshawar
O002413,C0564,2026-06-15,Delivered,Marketplace,Lahore
O002414,C0550,2026-08-12,Delivered,Mobile App,Karachi
O002415,C0104,2026-07-11,Delivered,Mobile App,Lahore
O002416,C0187,2026-03-02,Delivered,Website,Karachi
O002417,C0446,2026-02-20,Shipped,Website,Karachi
O002418,C0397,2026-08-04,Delivered,Mobile App,Islamabad
O002419,C0349,2026-04-29,Delivered,Mobile App,Karachi
O002420,C0594,2026-01-24,Delivered,Website,Rawalpindi
O002421,C0378,2026-07-20,Delivered,Mobile App,Islamabad
O002422,C0402,2026-06-07,Delivered,Mobile App,Lahore
O002423,C0302,2026-01-07,Shipped,Website,Lahore
O002424,C0316,2026-07-10,Delivered,Mobile App,Multan
O002425,C0175,2026-05-28,Delivered,Website,Lahore
O002426,C0313,2026-05-30,Delivered,Marketplace,Multan
O002427,C0551,2026-07-30,Delivered,Mobile App,Lahore
O002428,C0227,2026-05-01,Delivered,Mobile App,Islamabad
O002429,C0080,2026-04-23,Delivered,Marketplace,Multan
O002430,C0360,2026-05-31,Delivered,Mobile App,Karachi
O002431,C0472,2026-02-18,Delivered,Website,Karachi
O002432,C0576,2026-02-06,Delivered,Mobile App,Multan
O002433,C0326,2026-07-25,Delivered,Marketplace,Lahore
O002434,C0473,2026-02-22,Delivered,Website,Karachi
O002435,C0151,2026-05-03,Delivered,Mobile App,Multan
O002436,C0255,2026-03-07,Shipped,Website,Karachi
O002437,C0252,2026-02-26,Delivered,Mobile App,Islamabad
O002438,C0200,2026-05-26,Shipped,Mobile App,Rawalpindi
O002439,C0430,2026-07-14,Delivered,Marketplace,Rawalpindi
O002440,C0531,2026-04-18,Delivered,Mobile App,Lahore
O002441,C0196,2026-02-03,Delivered,Website,Karachi
O002442,C0082,2026-03-01,Delivered,Mobile App,Peshawar
O002443,C0496,2026-02-09,Delivered,Marketplace,Peshawar
O002444,C0510,2026-08-03,Delivered,Website,Karachi
O002445,C0561,2026-03-19,Cancelled,Website,Karachi
O002446,C0154,2026-04-01,Shipped,Mobile App,Lahore
O002447,C0432,2026-01-18,Delivered,Mobile App,Karachi
O002448,C0430,2026-04-19,Delivered,Website,Peshawar
O002449,C0475,2026-08-11,Delivered,Website,Multan
O002450,C0484,2026-04-10,Delivered,Website,Karachi
O002451,C0572,2026-06-08,Delivered,Mobile App,Multan
O002452,C0287,2026-02-14,Delivered,Website,Peshawar
O002453,C0046,2026-02-04,Delivered,Mobile App,Rawalpindi
O002454,C0116,2026-06-27,Delivered,Mobile App,Multan
O002455,C0532,2026-01-16,Delivered,Website,Karachi
O002456,C0507,2026-04-19,Returned,Mobile App,Multan
O002457,C0007,2026-03-18,Delivered,Website,Karachi
O002458,C0221,2026-01-04,Delivered,Website,Lahore
O002459,C0148,2026-05-10,Delivered,Mobile App,Lahore
O002460,C0193,2026-08-23,Delivered,Mobile App,Karachi
O002461,C0384,2026-01-17,Delivered,Marketplace,Rawalpindi
O002462,C0307,2026-07-18,Delivered,Website,Lahore
O002463,C0289,2026-05-12,Shipped,Website,Lahore
O002464,C0262,2026-06-25,Delivered,Website,Islamabad
O002465,C0385,2026-01-24,Delivered,Mobile App,Karachi
O002466,C0410,2026-07-31,Delivered,Website,Karachi
O002467,C0027,2026-01-03,Shipped,Marketplace,Karachi
O002468,C0083,2026-08-09,Delivered,Mobile App,Multan
O002469,C0205,2026-06-09,Delivered,Mobile App,Rawalpindi
O002470,C0262,2026-03-24,Returned,Website,Lahore
O002471,C0598,2026-01-02,Delivered,Website,Islamabad
O002472,C0536,2026-05-29,Delivered,Mobile App,Islamabad
O002473,C0390,2026-01-22,Delivered,Mobile App,Karachi
O002474,C0022,2026-05-28,Delivered,Marketplace,Karachi
O002475,C0061,2026-07-07,Returned,Mobile App,Lahore
O002476,C0275,2026-03-06,Delivered,Website,Karachi
O002477,C0353,2026-02-28,Delivered,Website,Peshawar
O002478,C0397,2026-02-23,Delivered,Website,Karachi
O002479,C0086,2026-02-24,Delivered,Marketplace,Islamabad
O002480,C0533,2026-01-28,Delivered,Mobile App,Lahore
O002481,C0296,2026-03-02,Shipped,Mobile App,Rawalpindi
O002482,C0357,2026-06-10,Delivered,Mobile App,Multan
O002483,C0024,2026-03-15,Shipped,Website,Lahore
O002484,C0495,2026-07-09,Delivered,Mobile App,Karachi
O002485,C0326,2026-07-19,Delivered,Mobile App,Islamabad
O002486,C0134,2026-07-04,Delivered,Website,Karachi
O002487,C0192,2026-05-12,Delivered,Mobile App,Karachi
O002488,C0212,2026-03-18,Delivered,Mobile App,Islamabad
O002489,C0017,2026-08-14,Delivered,Marketplace,Karachi
O002490,C0566,2026-02-19,Delivered,Website,Karachi
O002491,C0482,2026-04-23,Delivered,Marketplace,Lahore
O002492,C0532,2026-04-21,Delivered,Marketplace,Lahore
O002493,C0213,2026-07-01,Delivered,Marketplace,Multan
O002494,C0335,2026-05-13,Delivered,Website,Karachi
O002495,C0275,2026-07-14,Delivered,Website,Lahore
O002496,C0286,2026-08-12,Delivered,Mobile App,Rawalpindi
O002497,C0354,2026-04-05,Delivered,Website,Peshawar
O002498,C0271,2026-08-01,Delivered,Website,Karachi
O002499,C0464,2026-02-11,Shipped,Mobile App,Islamabad
O002500,C0036,2026-08-11,Delivered,Website,Islamabad
O002501,C0116,2026-02-13,Delivered,Website,Karachi
O002502,C0536,2026-07-26,Shipped,Marketplace,Karachi
O002503,C0530,2026-04-05,Delivered,Website,Islamabad
O002504,C0491,2026-08-23,Delivered,Marketplace,Karachi
O002505,C0222,2026-02-01,Delivered,Website,Karachi
O002506,C0274,2026-04-24,Delivered,Website,Islamabad
O002507,C0016,2026-08-08,Delivered,Website,Karachi
O002508,C0168,2026-01-12,Delivered,Website,Karachi
O002509,C0436,2026-03-06,Delivered,Website,Lahore
O002510,C0206,2026-01-21,Shipped,Mobile App,Peshawar
O002511,C0289,2026-03-20,Delivered,Marketplace,Rawalpindi
O002512,C0074,2026-04-05,Delivered,Website,Karachi
O002513,C0298,2026-05-31,Delivered,Website,Karachi
O002514,C0434,2026-03-04,Delivered,Mobile App,Multan
O002515,C0344,2026-02-08,Delivered,Mobile App,Islamabad
O002516,C0335,2026-02-11,Cancelled,Website,Islamabad
O002517,C0549,2026-08-17,Delivered,Website,Karachi
O002518,C0141,2026-08-20,Delivered,Website,Karachi
O002519,C0180,2026-02-23,Shipped,Mobile App,Karachi
O002520,C0374,2026-02-17,Delivered,Website,Peshawar
O002521,C0289,2026-01-14,Delivered,Mobile App,Multan
O002522,C0588,2026-08-22,Delivered,Website,Karachi
O002523,C0036,2026-06-21,Delivered,Website,Rawalpindi
O002524,C0074,2026-07-04,Delivered,Mobile App,Peshawar
O002525,C0206,2026-03-12,Delivered,Website,Peshawar
O002526,C0276,2026-06-05,Delivered,Marketplace,Lahore
O002527,C0535,2026-01-15,Delivered,Mobile App,Karachi
O002528,C0297,2026-06-14,Delivered,Marketplace,Multan
O002529,C0263,2026-05-21,Delivered,Website,Karachi
O002530,C0101,2026-03-22,Returned,Website,Karachi
O002531,C0261,2026-06-22,Delivered,Website,Karachi
O002532,C0319,2026-06-07,Shipped,Mobile App,Lahore
